ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History16OwnerRequest	history16ownerrequest	1590488073464	 	3.3.1
REQUEST	356		becomeSitterPost	1590488146564	1590488146719	OK	 
REQUEST	362		becomeSitterPost	1590488146561	1590488146721	OK	 
REQUEST	361		becomeSitterPost	1590488146559	1590488146721	OK	 
REQUEST	668		Logged Redirect 1	1590488146655	1590488146722	OK	 
REQUEST	671		Logged	1590488146557	1590488146728	OK	 
REQUEST	670		Logged Redirect 1	1590488146661	1590488146731	OK	 
REQUEST	309		becomeSitterPost	1590488146563	1590488146737	OK	 
REQUEST	348		becomeSitterPost	1590488146560	1590488146737	OK	 
REQUEST	689		Logged Redirect 1	1590488146673	1590488146739	OK	 
REQUEST	833		jquery-ui.theme.min.css	1590488146676	1590488146748	OK	 
REQUEST	360		becomeSitterPost	1590488146563	1590488146749	OK	 
REQUEST	379		becomeSitterPost	1590488146558	1590488146749	OK	 
REQUEST	687		Logged Redirect 1	1590488146678	1590488146752	OK	 
REQUEST	833		jquery-ui.min.css	1590488146676	1590488146755	OK	 
REQUEST	841		jquery-ui.min.css	1590488146680	1590488146760	OK	 
REQUEST	412		becomeSitterErrorPost	1590488146555	1590488146762	OK	 
REQUEST	381		becomeSitterPost	1590488146563	1590488146766	OK	 
REQUEST	402		becomeSitterErrorPost	1590488146558	1590488146769	OK	 
REQUEST	406		becomeSitterPost	1590488146565	1590488146769	OK	 
REQUEST	673		Logged Redirect 1	1590488146688	1590488146771	OK	 
REQUEST	698		Logged Redirect 1	1590488146690	1590488146773	OK	 
REQUEST	669		Logged Redirect 1	1590488146693	1590488146773	OK	 
REQUEST	699		jquery-ui.min.js	1590488146085	1590488146790	OK	 
REQUEST	825		jquery-ui.theme.min.css	1590488146029	1590488146795	OK	 
REQUEST	660		Logged Redirect 1	1590488146686	1590488146797	OK	 
REQUEST	654		jquery-ui.min.js	1590488146353	1590488146807	OK	 
REQUEST	833		pets.png	1590488146676	1590488146826	OK	 
REQUEST	841		pets.png	1590488146680	1590488146828	OK	 
REQUEST	834		pets.png	1590488146653	1590488146828	OK	 
REQUEST	655		pets.png	1590488146246	1590488146829	OK	 
REQUEST	699		pets.png	1590488146011	1590488146830	OK	 
REQUEST	834		jquery.min.js	1590488146828	1590488146839	OK	 
REQUEST	833		bootstrap.min.js	1590488146826	1590488146839	OK	 
REQUEST	841		jquery-ui.min.js	1590488146828	1590488146847	OK	 
REQUEST	834		jquery-ui.min.js	1590488146839	1590488146853	OK	 
REQUEST	840		jquery-ui.min.css	1590488146693	1590488146859	OK	 
REQUEST	688		jquery-ui.min.css	1590488146698	1590488146863	OK	 
REQUEST	825		jquery-ui.min.css	1590488146029	1590488146869	OK	 
REQUEST	693		jquery-ui.min.js	1590488146018	1590488146872	OK	 
REQUEST	840		jquery.min.js	1590488146860	1590488146878	OK	 
REQUEST	840		jquery-ui.theme.min.css	1590488146693	1590488146883	OK	 
REQUEST	688		jquery-ui.theme.min.css	1590488146699	1590488146886	OK	 
REQUEST	694		pets.png	1590488145987	1590488146888	OK	 
REQUEST	694		jquery-ui.min.js	1590488146017	1590488146894	OK	 
REQUEST	655		jquery.min.js	1590488146291	1590488146898	OK	 
REQUEST	831		jquery-ui.min.css	1590488146045	1590488146900	OK	 
REQUEST	825		jquery.min.js	1590488146795	1590488146905	OK	 
REQUEST	679		jquery-ui.theme.min.css	1590488146700	1590488146906	OK	 
REQUEST	691		Logged Redirect 1	1590488146700	1590488146909	OK	 
REQUEST	841		jquery-ui.theme.min.css	1590488146680	1590488146911	OK	 
REQUEST	825		bootstrap.min.js	1590488146905	1590488146916	OK	 
REQUEST	654		pets.png	1590488146274	1590488146918	OK	 
REQUEST	694		bootstrap.min.js	1590488146077	1590488146923	OK	 
REQUEST	666		jquery-ui.min.css	1590488146702	1590488146923	OK	 
REQUEST	650		spring-pivotal-logo.png	1590488146312	1590488146929	OK	 
REQUEST	841		spring-pivotal-logo.png	1590488146680	1590488146929	OK	 
REQUEST	830		spring-pivotal-logo.png	1590488145990	1590488146930	OK	 
REQUEST	833		spring-pivotal-logo.png	1590488146676	1590488146930	OK	 
REQUEST	663		spring-pivotal-logo.png	1590488146706	1590488146930	OK	 
REQUEST	834		spring-pivotal-logo.png	1590488146653	1590488146932	OK	 
REQUEST	661		jquery-ui.theme.min.css	1590488146704	1590488146938	OK	 
REQUEST	694		spring-pivotal-logo.png	1590488145987	1590488146945	OK	 
REQUEST	679		jquery-ui.min.css	1590488146700	1590488146946	OK	 
REQUEST	663		jquery-ui.theme.min.css	1590488146706	1590488146950	OK	 
REQUEST	679		spring-pivotal-logo.png	1590488146700	1590488146952	OK	 
REQUEST	663		jquery-ui.min.css	1590488146706	1590488146955	OK	 
REQUEST	679		bootstrap.min.js	1590488146952	1590488146960	OK	 
REQUEST	690		spring-pivotal-logo.png	1590488146703	1590488146964	OK	 
REQUEST	663		favicon.png	1590488146706	1590488146966	OK	 
REQUEST	840		favicon.png	1590488146693	1590488146966	OK	 
REQUEST	834		favicon.png	1590488146652	1590488146966	OK	 
REQUEST	666		favicon.png	1590488146702	1590488146971	OK	 
REQUEST	666		jquery-ui.theme.min.css	1590488146702	1590488146973	OK	 
REQUEST	690		jquery.min.js	1590488146964	1590488146976	OK	 
REQUEST	694		favicon.png	1590488145984	1590488146979	OK	 
REQUEST	667		Logged	1590488146556	1590488146984	OK	 
REQUEST	695		Logged	1590488146558	1590488146984	OK	 
REQUEST	661		jquery-ui.min.css	1590488146704	1590488146989	OK	 
REQUEST	690		jquery-ui.min.css	1590488146703	1590488146989	OK	 
REQUEST	690		jquery-ui.theme.min.css	1590488146703	1590488146997	OK	 
REQUEST	690		jquery-ui.min.js	1590488146976	1590488147001	OK	 
REQUEST	666		jquery-ui.min.js	1590488146971	1590488147004	OK	 
REQUEST	668		jquery-ui.min.css	1590488146723	1590488147007	OK	 
REQUEST	832		jquery.min.js	1590488146567	1590488147012	OK	 
REQUEST	663		jquery-ui.min.js	1590488146950	1590488147017	OK	 
REQUEST	834		jquery-ui.theme.min.css	1590488146652	1590488147023	OK	 
REQUEST	668		jquery-ui.theme.min.css	1590488146723	1590488147026	OK	 
REQUEST	686		jquery-ui.min.js	1590488146555	1590488147027	OK	 
REQUEST	671		Logged Redirect 1	1590488146728	1590488147027	OK	 
REQUEST	670		jquery-ui.theme.min.css	1590488146732	1590488147034	OK	 
REQUEST	668		jquery-ui.min.js	1590488147026	1590488147038	OK	 
REQUEST	668		bootstrap.min.js	1590488147038	1590488147043	OK	 
REQUEST	834		jquery-ui.min.css	1590488146652	1590488147046	OK	 
USER	OK	835	START	1590488147064	1590488147064
USER	Error	842	START	1590488147066	1590488147066
REQUEST	688		pets.png	1590488146699	1590488147080	OK	 
REQUEST	688		jquery-ui.min.js	1590488146887	1590488147089	OK	 
REQUEST	663		jquery.min.js	1590488146930	1590488147095	OK	 
REQUEST	689		jquery-ui.theme.min.css	1590488146739	1590488147100	OK	 
REQUEST	661		favicon.png	1590488146704	1590488147105	OK	 
REQUEST	841		petclinic.css	1590488146680	1590488147107	OK	 
REQUEST	833		petclinic.css	1590488146676	1590488147109	OK	 
REQUEST	689		petclinic.css	1590488146739	1590488147114	OK	 
REQUEST	690		petclinic.css	1590488146703	1590488147115	OK	 
REQUEST	661		bootstrap.min.js	1590488147105	1590488147116	OK	 
REQUEST	689		jquery-ui.min.css	1590488146739	1590488147121	OK	 
REQUEST	689		jquery-ui.min.js	1590488147115	1590488147129	OK	 
REQUEST	687		jquery-ui.theme.min.css	1590488146753	1590488147130	OK	 
REQUEST	687		jquery-ui.min.css	1590488146753	1590488147135	OK	 
REQUEST	687		jquery.min.js	1590488147130	1590488147137	OK	 
REQUEST	834		petclinic.css	1590488146652	1590488147139	OK	 
REQUEST	687		bootstrap.min.js	1590488147137	1590488147144	OK	 
REQUEST	833		jquery.min.js	1590488146748	1590488147148	OK	 
REQUEST	833		jquery-ui.min.js	1590488146755	1590488147155	OK	 
REQUEST	670		jquery-ui.min.css	1590488146732	1590488147157	OK	 
REQUEST	703		signin.css	1590488146021	1590488147160	OK	 
REQUEST	670		jquery-ui.min.js	1590488147157	1590488147174	OK	 
REQUEST	670		spring-pivotal-logo.png	1590488146732	1590488147181	OK	 
REQUEST	687		spring-pivotal-logo.png	1590488146753	1590488147181	OK	 
REQUEST	670		bootstrap.min.js	1590488147174	1590488147189	OK	 
REQUEST	673		jquery-ui.min.css	1590488146772	1590488147190	OK	 
REQUEST	666		spring-pivotal-logo.png	1590488146702	1590488147197	OK	 
REQUEST	689		pets.png	1590488146739	1590488147197	OK	 
REQUEST	673		spring-pivotal-logo.png	1590488146772	1590488147203	OK	 
REQUEST	673		jquery-ui.theme.min.css	1590488146772	1590488147208	OK	 
REQUEST	673		pets.png	1590488146772	1590488147213	OK	 
USER	OK	836	START	1590488147223	1590488147223
USER	Error	843	START	1590488147223	1590488147223
REQUEST	689		spring-pivotal-logo.png	1590488146739	1590488147230	OK	 
REQUEST	699		spring-pivotal-logo.png	1590488146011	1590488147230	OK	 
REQUEST	693		spring-pivotal-logo.png	1590488145915	1590488147236	OK	 
REQUEST	669		jquery-ui.theme.min.css	1590488146773	1590488147237	OK	 
REQUEST	824		spring-pivotal-logo.png	1590488145911	1590488147243	OK	 
REQUEST	685		spring-pivotal-logo.png	1590488145735	1590488147246	OK	 
REQUEST	669		spring-pivotal-logo.png	1590488146773	1590488147248	OK	 
REQUEST	684		spring-pivotal-logo.png	1590488145513	1590488147253	OK	 
REQUEST	698		jquery-ui.theme.min.css	1590488146773	1590488147254	OK	 
REQUEST	669		jquery-ui.min.css	1590488146773	1590488147255	OK	 
REQUEST	698		jquery.min.js	1590488147254	1590488147261	OK	 
REQUEST	698		jquery-ui.min.css	1590488146773	1590488147263	OK	 
REQUEST	672		spring-pivotal-logo.png	1590488145694	1590488147268	OK	 
REQUEST	815		spring-pivotal-logo.png	1590488145199	1590488147270	OK	 
REQUEST	662		spring-pivotal-logo.png	1590488145209	1590488147272	OK	 
REQUEST	827		spring-pivotal-logo.png	1590488145323	1590488147276	OK	 
REQUEST	820		spring-pivotal-logo.png	1590488145286	1590488147278	OK	 
REQUEST	660		jquery-ui.theme.min.css	1590488146798	1590488147280	OK	 
REQUEST	821		spring-pivotal-logo.png	1590488145328	1590488147285	OK	 
REQUEST	441		becomeSitterErrorPost	1590488146817	1590488147291	OK	 
REQUEST	380		becomeSitterPost	1590488146817	1590488147294	OK	 
REQUEST	422		becomeSitterErrorPost	1590488146817	1590488147300	OK	 
REQUEST	414		becomeSitterErrorPost	1590488146817	1590488147305	OK	 
REQUEST	374		becomeSitterPost	1590488146817	1590488147306	OK	 
REQUEST	660		jquery-ui.min.css	1590488146798	1590488147461	OK	 
REQUEST	668		jquery.min.js	1590488147007	1590488147465	OK	 
REQUEST	825		jquery-ui.min.js	1590488146869	1590488147466	OK	 
REQUEST	689		favicon.png	1590488146739	1590488147466	OK	 
REQUEST	841		jquery.min.js	1590488146760	1590488147467	OK	 
REQUEST	841		bootstrap.min.js	1590488146847	1590488147467	OK	 
REQUEST	688		jquery.min.js	1590488146863	1590488147467	OK	 
REQUEST	814		spring-pivotal-logo.png	1590488145017	1590488147468	OK	 
REQUEST	840		jquery-ui.min.js	1590488146878	1590488147468	OK	 
REQUEST	678		spring-pivotal-logo.png	1590488145022	1590488147468	OK	 
REQUEST	840		bootstrap.min.js	1590488146884	1590488147468	OK	 
REQUEST	647		spring-pivotal-logo.png	1590488145445	1590488147468	OK	 
REQUEST	695		Logged Redirect 1	1590488146985	1590488147469	OK	 
REQUEST	653		spring-pivotal-logo.png	1590488145439	1590488147469	OK	 
REQUEST	679		jquery-ui.min.js	1590488146946	1590488147494	OK	 
REQUEST	687		petclinic.css	1590488146753	1590488147495	OK	 
REQUEST	679		jquery.min.js	1590488146906	1590488147496	OK	 
REQUEST	663		bootstrap.min.js	1590488146955	1590488147496	OK	 
REQUEST	661		jquery.min.js	1590488146938	1590488147498	OK	 
REQUEST	661		jquery-ui.min.js	1590488146989	1590488147498	OK	 
REQUEST	818		spring-pivotal-logo.png	1590488144858	1590488147498	OK	 
REQUEST	669		pets.png	1590488146773	1590488147498	OK	 
REQUEST	829		spring-pivotal-logo.png	1590488145742	1590488147499	OK	 
REQUEST	666		jquery.min.js	1590488146924	1590488147499	OK	 
REQUEST	666		bootstrap.min.js	1590488146973	1590488147499	OK	 
REQUEST	819		spring-pivotal-logo.png	1590488145082	1590488147499	OK	 
REQUEST	834		bootstrap.min.js	1590488146854	1590488147499	OK	 
REQUEST	691		favicon.png	1590488146909	1590488147499	OK	 
REQUEST	691		jquery-ui.min.css	1590488146910	1590488147500	OK	 
REQUEST	691		jquery-ui.theme.min.css	1590488146910	1590488147501	OK	 
REQUEST	667		Logged Redirect 1	1590488146984	1590488147503	OK	 
REQUEST	683		spring-pivotal-logo.png	1590488145726	1590488147507	OK	 
USER	OK	837	START	1590488147516	1590488147516
USER	Error	844	START	1590488147518	1590488147518
REQUEST	358		becomeSitterPost	1590488146817	1590488147530	OK	 
REQUEST	349		becomeSitterPost	1590488146819	1590488147536	OK	 
REQUEST	420		becomeSitterErrorPost	1590488147062	1590488147545	OK	 
REQUEST	432		becomeSitterErrorPost	1590488146819	1590488147546	OK	 
REQUEST	835		Home	1590488147064	1590488147547	OK	 
REQUEST	842		Home	1590488147068	1590488147549	OK	 
REQUEST	725		Login	1590488147070	1590488147549	OK	 
REQUEST	733		Login	1590488147071	1590488147551	OK	 
REQUEST	719		Login	1590488147070	1590488147552	OK	 
REQUEST	726		Login	1590488147073	1590488147553	OK	 
REQUEST	724		Login	1590488147073	1590488147553	OK	 
REQUEST	727		Login	1590488147075	1590488147553	OK	 
REQUEST	326		becomeSitterPost	1590488147064	1590488147561	OK	 
REQUEST	443		becomeSitterErrorPost	1590488147076	1590488147563	OK	 
REQUEST	720		Login	1590488147075	1590488147563	OK	 
REQUEST	442		becomeSitterErrorPost	1590488147076	1590488147581	OK	 
REQUEST	373		becomeSitterPost	1590488146817	1590488147587	OK	 
REQUEST	429		becomeSitterErrorPost	1590488146817	1590488147596	OK	 
REQUEST	445		becomeSitterErrorPost	1590488146817	1590488147606	OK	 
REQUEST	660		favicon.png	1590488146798	1590488147612	OK	 
REQUEST	669		favicon.png	1590488146773	1590488147615	OK	 
REQUEST	698		favicon.png	1590488146773	1590488147618	OK	 
REQUEST	733		bootstrap.min.css	1590488147552	1590488147619	OK	 
REQUEST	719		bootstrap.min.css	1590488147553	1590488147620	OK	 
REQUEST	725		bootstrap.min.css	1590488147550	1590488147621	OK	 
REQUEST	668		favicon.png	1590488146723	1590488147623	OK	 
REQUEST	726		bootstrap.min.css	1590488147554	1590488147626	OK	 
REQUEST	843		Home	1590488147224	1590488147628	OK	 
REQUEST	724		bootstrap.min.css	1590488147554	1590488147628	OK	 
REQUEST	727		bootstrap.min.css	1590488147554	1590488147628	OK	 
REQUEST	719		signin.css	1590488147552	1590488147629	OK	 
REQUEST	725		signin.css	1590488147550	1590488147632	OK	 
REQUEST	733		signin.css	1590488147552	1590488147633	OK	 
REQUEST	690		favicon.png	1590488146703	1590488147635	OK	 
REQUEST	670		favicon.png	1590488146732	1590488147637	OK	 
REQUEST	836		Home	1590488147223	1590488147640	OK	 
REQUEST	720		bootstrap.min.css	1590488147564	1590488147643	OK	 
REQUEST	727		signin.css	1590488147554	1590488147643	OK	 
REQUEST	726		signin.css	1590488147553	1590488147643	OK	 
REQUEST	724		signin.css	1590488147554	1590488147647	OK	 
REQUEST	833		favicon.png	1590488146676	1590488147650	OK	 
REQUEST	679		favicon.png	1590488146700	1590488147650	OK	 
REQUEST	826		favicon.png	1590488146502	1590488147655	OK	 
REQUEST	841		favicon.png	1590488146680	1590488147655	OK	 
REQUEST	688		favicon.png	1590488146698	1590488147655	OK	 
REQUEST	686		favicon.png	1590488146488	1590488147662	OK	 
REQUEST	832		favicon.png	1590488146493	1590488147665	OK	 
REQUEST	650		favicon.png	1590488146312	1590488147667	OK	 
REQUEST	720		signin.css	1590488147564	1590488147669	OK	 
REQUEST	692		favicon.png	1590488146270	1590488147670	OK	 
REQUEST	654		favicon.png	1590488146274	1590488147670	OK	 
REQUEST	656		favicon.png	1590488146252	1590488147680	OK	 
REQUEST	655		favicon.png	1590488146246	1590488147682	OK	 
REQUEST	409		becomeSitterErrorPost	1590488147510	1590488147846	OK	 
REQUEST	648		favicon.png	1590488145095	1590488147846	OK	 
USER	OK	838	START	1590488147846	1590488147846
REQUEST	688		bootstrap.min.js	1590488147080	1590488147848	OK	 
REQUEST	392		becomeSitterErrorPost	1590488147507	1590488147848	OK	 
USER	Error	845	START	1590488147848	1590488147848
REQUEST	681		favicon.png	1590488145691	1590488147848	OK	 
REQUEST	689		bootstrap.min.js	1590488147122	1590488147848	OK	 
REQUEST	673		jquery.min.js	1590488147190	1590488147848	OK	 
USER	Error	853	START	1590488147848	1590488147848
USER	OK	847	START	1590488147848	1590488147848
REQUEST	689		jquery.min.js	1590488147100	1590488147848	OK	 
REQUEST	665		favicon.png	1590488145577	1590488147848	OK	 
REQUEST	657		favicon.png	1590488145576	1590488147849	OK	 
REQUEST	673		favicon.png	1590488146771	1590488147849	OK	 
REQUEST	673		bootstrap.min.js	1590488147209	1590488147849	OK	 
REQUEST	664		favicon.png	1590488145583	1590488147849	OK	 
REQUEST	680		favicon.png	1590488145090	1590488147849	OK	 
REQUEST	672		favicon.png	1590488145694	1590488147849	OK	 
REQUEST	673		jquery-ui.min.js	1590488147203	1590488147849	OK	 
REQUEST	825		favicon.png	1590488146029	1590488147849	OK	 
USER	OK	839	START	1590488147849	1590488147849
USER	Error	846	START	1590488147849	1590488147849
USER	Error	854	START	1590488147849	1590488147849
USER	OK	848	START	1590488147849	1590488147849
USER	OK	182	END	1590488090895	1590488147849
USER	OK	148	END	1590488088238	1590488147849
REQUEST	394		becomeSitterErrorPost	1590488147505	1590488147849	OK	 
REQUEST	721		Login	1590488147846	1590488147850	OK	 
REQUEST	827		favicon.png	1590488145322	1590488147853	OK	 
REQUEST	678		favicon.png	1590488145022	1590488147853	OK	 
REQUEST	683		favicon.png	1590488145725	1590488147855	OK	 
REQUEST	698		jquery-ui.min.js	1590488147261	1590488147855	OK	 
REQUEST	682		favicon.png	1590488145189	1590488147855	OK	 
REQUEST	674		favicon.png	1590488145692	1590488147856	OK	 
REQUEST	691		jquery.min.js	1590488147499	1590488147856	OK	 
REQUEST	698		bootstrap.min.js	1590488147263	1590488147856	OK	 
REQUEST	690		bootstrap.min.js	1590488146989	1590488147856	OK	 
REQUEST	658		favicon.png	1590488145701	1590488147856	OK	 
REQUEST	691		jquery-ui.min.js	1590488147501	1590488147856	OK	 
REQUEST	691		bootstrap.min.js	1590488147501	1590488147856	OK	 
REQUEST	842		jquery-ui.min.css	1590488147549	1590488147856	OK	 
REQUEST	667		jquery-ui.theme.min.css	1590488147505	1590488147856	OK	 
REQUEST	659		favicon.png	1590488145512	1590488147857	OK	 
REQUEST	667		jquery-ui.min.css	1590488147505	1590488147857	OK	 
REQUEST	699		favicon.png	1590488146011	1590488147858	OK	 
REQUEST	819		favicon.png	1590488145082	1590488147858	OK	 
REQUEST	835		jquery-ui.theme.min.css	1590488147548	1590488147858	OK	 
REQUEST	647		favicon.png	1590488145444	1590488147859	OK	 
REQUEST	677		favicon.png	1590488146232	1590488147861	OK	 
REQUEST	687		favicon.png	1590488146753	1590488147861	OK	 
REQUEST	662		favicon.png	1590488145209	1590488147861	OK	 
REQUEST	671		jquery-ui.theme.min.css	1590488147028	1590488147861	OK	 
REQUEST	670		jquery.min.js	1590488147034	1590488147862	OK	 
REQUEST	830		favicon.png	1590488145990	1590488147862	OK	 
REQUEST	687		jquery-ui.min.js	1590488147135	1590488147862	OK	 
REQUEST	671		jquery-ui.min.css	1590488147028	1590488147862	OK	 
REQUEST	695		jquery-ui.min.css	1590488147485	1590488147862	OK	 
REQUEST	695		jquery-ui.theme.min.css	1590488147488	1590488147862	OK	 
REQUEST	815		favicon.png	1590488145198	1590488147862	OK	 
REQUEST	823		favicon.png	1590488145728	1590488147862	OK	 
REQUEST	831		favicon.png	1590488146045	1590488147862	OK	 
REQUEST	848		Home	1590488147849	1590488147863	OK	 
REQUEST	685		favicon.png	1590488145735	1590488147865	OK	 
REQUEST	669		jquery-ui.min.js	1590488147248	1590488147865	OK	 
REQUEST	669		jquery.min.js	1590488147237	1590488147865	OK	 
REQUEST	669		bootstrap.min.js	1590488147255	1590488147865	OK	 
REQUEST	821		favicon.png	1590488145328	1590488147865	OK	 
REQUEST	829		favicon.png	1590488145742	1590488147865	OK	 
REQUEST	837		Home	1590488147518	1590488147865	OK	 
REQUEST	676		favicon.png	1590488146238	1590488147867	OK	 
REQUEST	684		favicon.png	1590488145513	1590488147870	OK	 
REQUEST	660		bootstrap.min.js	1590488147613	1590488147870	OK	 
REQUEST	660		jquery.min.js	1590488147281	1590488147870	OK	 
REQUEST	836		jquery-ui.min.css	1590488147641	1590488147870	OK	 
REQUEST	836		jquery-ui.theme.min.css	1590488147641	1590488147871	OK	 
REQUEST	660		jquery-ui.min.js	1590488147461	1590488147872	OK	 
REQUEST	820		favicon.png	1590488145285	1590488147872	OK	 
REQUEST	828		favicon.png	1590488145572	1590488147872	OK	 
REQUEST	842		jquery-ui.theme.min.css	1590488147549	1590488147949	OK	 
REQUEST	848		jquery-ui.theme.min.css	1590488147863	1590488147949	OK	 
REQUEST	853		Home	1590488147848	1590488147952	OK	 
REQUEST	400		becomeSitterErrorPost	1590488147511	1590488147952	OK	 
REQUEST	401		becomeSitterErrorPost	1590488147510	1590488147954	OK	 
REQUEST	413		becomeSitterErrorPost	1590488147514	1590488147961	OK	 
REQUEST	485		becomeSitterGet	1590488147522	1590488147961	OK	 
REQUEST	845		Home	1590488147848	1590488147962	OK	 
REQUEST	839		Home	1590488147849	1590488147966	OK	 
REQUEST	848		jquery.min.js	1590488147949	1590488147966	OK	 
REQUEST	838		Home	1590488147848	1590488147970	OK	 
REQUEST	391		becomeSitterErrorPost	1590488147512	1590488147970	OK	 
REQUEST	487		becomeSitterGet	1590488147849	1590488147971	OK	 
REQUEST	847		Home	1590488147848	1590488147972	OK	 
REQUEST	667		jquery-ui.min.js	1590488147857	1590488147974	OK	 
REQUEST	854		Home	1590488147849	1590488147974	OK	 
REQUEST	846		Home	1590488147849	1590488147978	OK	 
REQUEST	475		becomeSitterGet	1590488147849	1590488147978	OK	 
REQUEST	539		becomeSitterErrorGet	1590488147849	1590488147979	OK	 
REQUEST	390		becomeSitterErrorPost	1590488147514	1590488147979	OK	 
REQUEST	835		jquery-ui.min.css	1590488147547	1590488147980	OK	 
REQUEST	843		jquery-ui.min.css	1590488147628	1590488147980	OK	 
REQUEST	843		jquery-ui.theme.min.css	1590488147629	1590488147980	OK	 
REQUEST	486		becomeSitterGet	1590488147846	1590488147980	OK	 
REQUEST	844		Home	1590488147520	1590488147980	OK	 
REQUEST	526		becomeSitterErrorGet	1590488147848	1590488147983	OK	 
REQUEST	836		jquery.min.js	1590488147871	1590488147983	OK	 
REQUEST	836		jquery-ui.min.js	1590488147871	1590488147983	OK	 
REQUEST	476		becomeSitterGet	1590488147516	1590488147984	OK	 
REQUEST	484		becomeSitterGet	1590488147512	1590488147985	OK	 
REQUEST	660		spring-pivotal-logo.png	1590488146798	1590488147986	OK	 
REQUEST	842		jquery-ui.min.js	1590488147949	1590488148004	OK	 
REQUEST	721		bootstrap.min.css	1590488147851	1590488148010	OK	 
REQUEST	853		jquery-ui.min.css	1590488147954	1590488148013	OK	 
REQUEST	853		jquery-ui.theme.min.css	1590488147954	1590488148014	OK	 
REQUEST	845		jquery-ui.theme.min.css	1590488147963	1590488148014	OK	 
REQUEST	845		jquery-ui.min.css	1590488147963	1590488148021	OK	 
REQUEST	845		jquery.min.js	1590488148015	1590488148030	OK	 
REQUEST	848		jquery-ui.min.js	1590488147966	1590488148034	OK	 
REQUEST	839		jquery-ui.min.css	1590488147967	1590488148036	OK	 
REQUEST	721		signin.css	1590488147851	1590488148038	OK	 
REQUEST	843		jquery-ui.min.js	1590488147980	1590488148046	OK	 
REQUEST	848		bootstrap.min.js	1590488148034	1590488148053	OK	 
REQUEST	843		jquery.min.js	1590488147980	1590488148058	OK	 
USER	Error	855	START	1590488148068	1590488148068
USER	OK	849	START	1590488148078	1590488148078
REQUEST	835		jquery-ui.min.js	1590488147980	1590488148079	OK	 
USER	OK	183	END	1590488091089	1590488148102
USER	OK	144	END	1590488087579	1590488148111
REQUEST	842		jquery.min.js	1590488147856	1590488148120	OK	 
REQUEST	839		jquery-ui.theme.min.css	1590488147967	1590488148128	OK	 
REQUEST	842		favicon.png	1590488147549	1590488148137	OK	 
REQUEST	845		petclinic.css	1590488147962	1590488148142	OK	 
REQUEST	667		bootstrap.min.js	1590488147977	1590488148151	OK	 
REQUEST	837		jquery-ui.theme.min.css	1590488147866	1590488148153	OK	 
REQUEST	847		jquery-ui.min.css	1590488147972	1590488148155	OK	 
REQUEST	848		jquery-ui.min.css	1590488147863	1590488148164	OK	 
REQUEST	835		jquery.min.js	1590488147858	1590488148172	OK	 
REQUEST	671		jquery-ui.min.js	1590488147862	1590488148175	OK	 
REQUEST	836		bootstrap.min.js	1590488147983	1590488148186	OK	 
REQUEST	847		jquery-ui.theme.min.css	1590488147972	1590488148189	OK	 
REQUEST	844		jquery-ui.min.css	1590488147981	1590488148189	OK	 
REQUEST	838		jquery-ui.theme.min.css	1590488147971	1590488148203	OK	 
REQUEST	837		jquery-ui.min.css	1590488147866	1590488148213	OK	 
REQUEST	838		jquery-ui.min.css	1590488147971	1590488148221	OK	 
REQUEST	695		jquery.min.js	1590488147862	1590488148230	OK	 
REQUEST	854		jquery-ui.min.css	1590488147976	1590488148237	OK	 
REQUEST	844		jquery-ui.theme.min.css	1590488147981	1590488148239	OK	 
REQUEST	846		jquery-ui.theme.min.css	1590488147979	1590488148247	OK	 
REQUEST	667		jquery.min.js	1590488147856	1590488148249	OK	 
REQUEST	844		jquery-ui.min.js	1590488148240	1590488148255	OK	 
REQUEST	695		jquery-ui.min.js	1590488147862	1590488148265	OK	 
REQUEST	844		favicon.png	1590488147981	1590488148270	OK	 
REQUEST	853		petclinic.css	1590488147953	1590488148278	OK	 
REQUEST	671		jquery.min.js	1590488147862	1590488148280	OK	 
REQUEST	844		pets.png	1590488147981	1590488148290	OK	 
REQUEST	846		pets.png	1590488147979	1590488148294	OK	 
REQUEST	854		pets.png	1590488147977	1590488148301	OK	 
REQUEST	854		jquery-ui.theme.min.css	1590488147977	1590488148309	OK	 
REQUEST	846		jquery-ui.min.css	1590488147979	1590488148314	OK	 
REQUEST	842		pets.png	1590488147550	1590488148322	OK	 
REQUEST	853		jquery.min.js	1590488148013	1590488148335	OK	 
REQUEST	853		jquery-ui.min.js	1590488148014	1590488148340	OK	 
REQUEST	839		favicon.png	1590488147966	1590488148345	OK	 
REQUEST	845		jquery-ui.min.js	1590488148021	1590488148351	OK	 
USER	OK	850	START	1590488148357	1590488148357
USER	Error	856	START	1590488148357	1590488148357
REQUEST	839		jquery.min.js	1590488148037	1590488148371	OK	 
USER	OK	168	END	1590488089509	1590488148375
USER	OK	167	END	1590488089387	1590488148377
USER	OK	145	END	1590488087814	1590488148382
USER	OK	147	END	1590488088117	1590488148388
USER	OK	160	END	1590488089155	1590488148394
USER	OK	169	END	1590488089678	1590488148399
USER	OK	158	END	1590488088809	1590488148410
USER	OK	159	END	1590488089007	1590488148413
USER	OK	156	END	1590488088506	1590488148423
USER	OK	851	START	1590488148428	1590488148428
