ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia18TestDiagnosis	historia18testdiagnosis	1590513708104	 	3.3.1
REQUEST	6495		Logged Redirect 1	1590513789990	1590513789994	OK	 
REQUEST	8097		Home	1590513789988	1590513789994	OK	 
REQUEST	8047		Home	1590513789989	1590513789995	OK	 
REQUEST	5694		ShowMyDiagnosis	1590513789987	1590513789995	OK	 
REQUEST	6445		Logged Redirect 1	1590513789992	1590513789997	OK	 
REQUEST	7297		Login	1590513789998	1590513789999	OK	 
USER	VetWithoutDiagnosis	8098	START	1590513790009	1590513790009
USER	VetWithDiagnosis	8048	START	1590513790009	1590513790009
REQUEST	7247		Login	1590513790009	1590513790011	OK	 
REQUEST	8048		Home	1590513790010	1590513790014	OK	 
REQUEST	5695		ShowMyDiagnosis	1590513790009	1590513790014	OK	 
REQUEST	8098		Home	1590513790010	1590513790015	OK	 
REQUEST	5645		ShowMyDiagnosis	1590513790009	1590513790020	OK	 
REQUEST	6446		Logged	1590513790021	1590513790022	OK	 
REQUEST	6496		Logged	1590513790021	1590513790025	OK	 
USER	VetWithoutDiagnosis	8099	START	1590513790026	1590513790026
USER	VetWithDiagnosis	8049	START	1590513790026	1590513790026
REQUEST	6446		Logged Redirect 1	1590513790022	1590513790028	OK	 
REQUEST	6496		Logged Redirect 1	1590513790025	1590513790028	OK	 
REQUEST	7298		Login	1590513790026	1590513790032	OK	 
REQUEST	7248		Login	1590513790026	1590513790032	OK	 
REQUEST	5696		ShowMyDiagnosis	1590513790026	1590513790032	OK	 
REQUEST	8099		Home	1590513790027	1590513790032	OK	 
REQUEST	8049		Home	1590513790027	1590513790033	OK	 
REQUEST	5646		ShowMyDiagnosis	1590513790026	1590513790036	OK	 
REQUEST	6447		Logged	1590513790037	1590513790038	OK	 
REQUEST	6447		Logged Redirect 1	1590513790038	1590513790041	OK	 
REQUEST	5697		ShowMyDiagnosis	1590513790037	1590513790041	OK	 
REQUEST	5647		ShowMyDiagnosis	1590513790037	1590513790046	OK	 
USER	VetWithDiagnosis	8050	START	1590513790048	1590513790048
USER	VetWithoutDiagnosis	8100	START	1590513790048	1590513790048
REQUEST	7299		Login	1590513790048	1590513790050	OK	 
REQUEST	7249		Login	1590513790048	1590513790051	OK	 
REQUEST	6497		Logged	1590513790048	1590513790051	OK	 
REQUEST	6497		Logged Redirect 1	1590513790051	1590513790054	OK	 
REQUEST	8050		Home	1590513790048	1590513790054	OK	 
REQUEST	8100		Home	1590513790048	1590513790055	OK	 
REQUEST	6448		Logged	1590513790059	1590513790060	OK	 
REQUEST	6448		Logged Redirect 1	1590513790060	1590513790061	OK	 
REQUEST	5698		ShowMyDiagnosis	1590513790059	1590513790062	OK	 
REQUEST	6498		Logged	1590513790059	1590513790063	OK	 
REQUEST	6498		Logged Redirect 1	1590513790063	1590513790066	OK	 
USER	VetWithDiagnosis	8051	START	1590513790070	1590513790070
USER	VetWithoutDiagnosis	8101	START	1590513790070	1590513790070
REQUEST	7250		Login	1590513790070	1590513790072	OK	 
REQUEST	7300		Login	1590513790070	1590513790074	OK	 
REQUEST	8101		Home	1590513790070	1590513790076	OK	 
REQUEST	8051		Home	1590513790070	1590513790076	OK	 
REQUEST	5648		ShowMyDiagnosis	1590513790070	1590513790080	OK	 
REQUEST	6449		Logged	1590513790081	1590513790084	OK	 
REQUEST	6499		Logged	1590513790082	1590513790084	OK	 
USER	VetWithoutDiagnosis	8102	START	1590513790085	1590513790085
USER	VetWithDiagnosis	8052	START	1590513790085	1590513790085
REQUEST	6449		Logged Redirect 1	1590513790084	1590513790090	OK	 
REQUEST	6500		Logged	1590513790085	1590513790090	OK	 
REQUEST	7301		Login	1590513790085	1590513790090	OK	 
REQUEST	7251		Login	1590513790085	1590513790090	OK	 
REQUEST	6450		Logged	1590513790085	1590513790091	OK	 
REQUEST	6499		Logged Redirect 1	1590513790084	1590513790092	OK	 
REQUEST	5699		ShowMyDiagnosis	1590513790082	1590513790093	OK	 
REQUEST	8052		Home	1590513790087	1590513790093	OK	 
REQUEST	6500		Logged Redirect 1	1590513790090	1590513790094	OK	 
REQUEST	8102		Home	1590513790087	1590513790094	OK	 
REQUEST	6450		Logged Redirect 1	1590513790092	1590513790096	OK	 
REQUEST	5649		ShowMyDiagnosis	1590513790082	1590513790097	OK	 
USER	VetWithDiagnosis	8053	START	1590513790107	1590513790107
USER	VetWithoutDiagnosis	8103	START	1590513790107	1590513790107
REQUEST	7252		Login	1590513790107	1590513790111	OK	 
REQUEST	7302		Login	1590513790107	1590513790113	OK	 
REQUEST	5700		ShowMyDiagnosis	1590513790107	1590513790117	OK	 
REQUEST	8103		Home	1590513790109	1590513790117	OK	 
REQUEST	8053		Home	1590513790108	1590513790119	OK	 
REQUEST	6501		Logged	1590513790119	1590513790120	OK	 
REQUEST	6451		Logged	1590513790119	1590513790122	OK	 
REQUEST	5650		ShowMyDiagnosis	1590513790107	1590513790125	OK	 
REQUEST	6501		Logged Redirect 1	1590513790120	1590513790128	OK	 
REQUEST	5701		ShowMyDiagnosis	1590513790119	1590513790128	OK	 
REQUEST	6451		Logged Redirect 1	1590513790123	1590513790129	OK	 
USER	VetWithDiagnosis	8054	START	1590513790130	1590513790130
USER	VetWithoutDiagnosis	8104	START	1590513790130	1590513790130
REQUEST	5651		ShowMyDiagnosis	1590513790119	1590513790132	OK	 
REQUEST	7303		Login	1590513790130	1590513790133	OK	 
REQUEST	8054		Home	1590513790130	1590513790135	OK	 
REQUEST	8104		Home	1590513790131	1590513790136	OK	 
REQUEST	6452		Logged	1590513790141	1590513790143	OK	 
REQUEST	7253		Login	1590513790141	1590513790143	OK	 
REQUEST	6452		Logged Redirect 1	1590513790143	1590513790146	OK	 
REQUEST	6502		Logged	1590513790145	1590513790147	OK	 
REQUEST	6502		Logged Redirect 1	1590513790147	1590513790151	OK	 
REQUEST	5702		ShowMyDiagnosis	1590513790145	1590513790152	OK	 
REQUEST	5652		ShowMyDiagnosis	1590513790145	1590513790155	OK	 
REQUEST	7254		Login	1590513790156	1590513790158	OK	 
REQUEST	6503		Logged	1590513790157	1590513790160	OK	 
REQUEST	7304		Login	1590513790156	1590513790160	OK	 
REQUEST	6503		Logged Redirect 1	1590513790160	1590513790163	OK	 
USER	VetWithDiagnosis	8105	START	1590513790167	1590513790167
USER	VetWithoutDiagnosis	8154	START	1590513790167	1590513790167
REQUEST	6453		Logged	1590513790167	1590513790170	OK	 
REQUEST	5703		ShowMyDiagnosis	1590513790167	1590513790177	OK	 
REQUEST	8105		Home	1590513790168	1590513790177	OK	 
REQUEST	8154		Home	1590513790168	1590513790178	OK	 
REQUEST	6453		Logged Redirect 1	1590513790170	1590513790180	OK	 
REQUEST	6454		Logged	1590513790178	1590513790182	OK	 
REQUEST	6454		Logged Redirect 1	1590513790183	1590513790186	OK	 
REQUEST	5653		ShowMyDiagnosis	1590513790167	1590513790189	OK	 
USER	VetWithDiagnosis	8106	START	1590513790189	1590513790189
USER	VetWithoutDiagnosis	8155	START	1590513790190	1590513790190
REQUEST	7354		Login	1590513790189	1590513790192	OK	 
REQUEST	7305		Login	1590513790189	1590513790193	OK	 
REQUEST	8155		Home	1590513790190	1590513790195	OK	 
REQUEST	6504		Logged	1590513790189	1590513790195	OK	 
REQUEST	8106		Home	1590513790190	1590513790196	OK	 
REQUEST	5755		ShowMyDiagnosis	1590513790189	1590513790197	OK	 
REQUEST	6504		Logged Redirect 1	1590513790195	1590513790198	OK	 
REQUEST	5704		ShowMyDiagnosis	1590513790189	1590513790199	OK	 
REQUEST	5705		ShowMyDiagnosis	1590513790190	1590513790204	OK	 
REQUEST	5654		ShowMyDiagnosis	1590513790189	1590513790204	OK	 
REQUEST	5756		ShowMyDiagnosis	1590513790200	1590513790208	OK	 
USER	VetWithoutDiagnosis	8156	START	1590513790211	1590513790211
USER	VetWithDiagnosis	8107	START	1590513790211	1590513790211
REQUEST	5706		ShowMyDiagnosis	1590513790200	1590513790212	OK	 
REQUEST	7355		Login	1590513790211	1590513790212	OK	 
REQUEST	7306		Login	1590513790211	1590513790215	OK	 
REQUEST	8107		Home	1590513790211	1590513790217	OK	 
REQUEST	8156		Home	1590513790211	1590513790218	OK	 
REQUEST	6506		Logged	1590513790216	1590513790219	OK	 
REQUEST	6505		Logged	1590513790216	1590513790220	OK	 
REQUEST	6556		Logged	1590513790217	1590513790220	OK	 
REQUEST	6555		Logged	1590513790218	1590513790221	OK	 
REQUEST	6507		Logged	1590513790218	1590513790223	OK	 
REQUEST	6506		Logged Redirect 1	1590513790219	1590513790225	OK	 
REQUEST	6507		Logged Redirect 1	1590513790223	1590513790226	OK	 
REQUEST	6505		Logged Redirect 1	1590513790221	1590513790226	OK	 
REQUEST	5757		ShowMyDiagnosis	1590513790218	1590513790226	OK	 
REQUEST	6555		Logged Redirect 1	1590513790221	1590513790227	OK	 
REQUEST	6556		Logged Redirect 1	1590513790221	1590513790227	OK	 
USER	VetWithoutDiagnosis	8157	START	1590513790229	1590513790229
USER	VetWithDiagnosis	8108	START	1590513790229	1590513790229
REQUEST	7307		Login	1590513790229	1590513790231	OK	 
REQUEST	6557		Logged	1590513790229	1590513790233	OK	 
REQUEST	7356		Login	1590513790229	1590513790234	OK	 
REQUEST	8157		Home	1590513790230	1590513790238	OK	 
REQUEST	8108		Home	1590513790230	1590513790238	OK	 
REQUEST	6557		Logged Redirect 1	1590513790233	1590513790240	OK	 
REQUEST	5707		ShowMyDiagnosis	1590513790229	1590513790245	OK	 
USER	VetWithoutDiagnosis	8158	START	1590513790246	1590513790246
USER	VetWithDiagnosis	8109	START	1590513790246	1590513790246
REQUEST	7357		Login	1590513790246	1590513790248	OK	 
REQUEST	7308		Login	1590513790246	1590513790250	OK	 
REQUEST	5758		ShowMyDiagnosis	1590513790246	1590513790251	OK	 
REQUEST	8109		Home	1590513790246	1590513790253	OK	 
REQUEST	8158		Home	1590513790246	1590513790254	OK	 
REQUEST	5708		ShowMyDiagnosis	1590513790246	1590513790256	OK	 
REQUEST	6508		Logged	1590513790258	1590513790261	OK	 
REQUEST	6558		Logged	1590513790258	1590513790260	OK	 
REQUEST	6508		Logged Redirect 1	1590513790261	1590513790263	OK	 
REQUEST	6558		Logged Redirect 1	1590513790261	1590513790264	OK	 
USER	VetWithDiagnosis	1	END	1590513709116	1590513790267
REQUEST	7358		Login	1590513790268	1590513790270	OK	 
USER	VetWithoutDiagnosis	104	END	1590513709156	1590513790267
USER	VetWithoutDiagnosis	105	END	1590513709180	1590513790267
USER	VetWithDiagnosis	4	END	1590513709178	1590513790267
USER	VetWithDiagnosis	2	END	1590513709141	1590513790267
USER	VetWithoutDiagnosis	102	END	1590513709134	1590513790267
USER	VetWithoutDiagnosis	103	END	1590513709134	1590513790267
USER	VetWithDiagnosis	8110	START	1590513790270	1590513790270
USER	VetWithoutDiagnosis	8159	START	1590513790270	1590513790270
USER	VetWithDiagnosis	3	END	1590513709156	1590513790271
REQUEST	7309		Login	1590513790268	1590513790271	OK	 
REQUEST	6559		Logged	1590513790270	1590513790275	OK	 
REQUEST	6559		Logged Redirect 1	1590513790275	1590513790278	OK	 
REQUEST	5759		ShowMyDiagnosis	1590513790271	1590513790280	OK	 
REQUEST	6509		Logged	1590513790270	1590513790280	OK	 
REQUEST	8159		Home	1590513790271	1590513790280	OK	 
REQUEST	8110		Home	1590513790271	1590513790281	OK	 
REQUEST	5709		ShowMyDiagnosis	1590513790268	1590513790282	OK	 
REQUEST	6509		Logged Redirect 1	1590513790280	1590513790283	OK	 
USER	VetWithDiagnosis	8111	START	1590513790286	1590513790286
USER	VetWithoutDiagnosis	8160	START	1590513790286	1590513790286
USER	VetWithoutDiagnosis	106	END	1590513709203	1590513790286
REQUEST	6560		Logged	1590513790283	1590513790292	OK	 
REQUEST	6510		Logged	1590513790283	1590513790292	OK	 
REQUEST	5760		ShowMyDiagnosis	1590513790286	1590513790294	OK	 
REQUEST	8111		Home	1590513790286	1590513790295	OK	 
REQUEST	8160		Home	1590513790286	1590513790295	OK	 
REQUEST	6560		Logged Redirect 1	1590513790292	1590513790296	OK	 
REQUEST	6510		Logged Redirect 1	1590513790292	1590513790296	OK	 
REQUEST	7310		Login	1590513790297	1590513790301	OK	 
REQUEST	7359		Login	1590513790297	1590513790301	OK	 
REQUEST	5710		ShowMyDiagnosis	1590513790297	1590513790306	OK	 
USER	VetWithDiagnosis	5	END	1590513709203	1590513790309
USER	VetWithDiagnosis	8112	START	1590513790308	1590513790308
USER	VetWithoutDiagnosis	8161	START	1590513790309	1590513790309
REQUEST	6511		Logged	1590513790309	1590513790311	OK	 
REQUEST	6561		Logged	1590513790309	1590513790313	OK	 
REQUEST	8112		Home	1590513790309	1590513790315	OK	 
REQUEST	6561		Logged Redirect 1	1590513790313	1590513790315	OK	 
REQUEST	8161		Home	1590513790309	1590513790317	OK	 
REQUEST	6511		Logged Redirect 1	1590513790311	1590513790317	OK	 
REQUEST	5761		ShowMyDiagnosis	1590513790309	1590513790318	OK	 
USER	VetWithoutDiagnosis	108	END	1590513709243	1590513790320
REQUEST	7311		Login	1590513790319	1590513790320	OK	 
REQUEST	6562		Logged	1590513790319	1590513790322	OK	 
REQUEST	7360		Login	1590513790319	1590513790323	OK	 
REQUEST	6562		Logged Redirect 1	1590513790322	1590513790326	OK	 
REQUEST	5711		ShowMyDiagnosis	1590513790309	1590513790326	OK	 
USER	VetWithoutDiagnosis	107	END	1590513709223	1590513790331
USER	VetWithoutDiagnosis	109	END	1590513709264	1590513790331
USER	VetWithDiagnosis	8113	START	1590513790330	1590513790330
USER	VetWithoutDiagnosis	110	END	1590513709277	1590513790333
USER	VetWithoutDiagnosis	8162	START	1590513790330	1590513790330
REQUEST	7312		Login	1590513790330	1590513790335	OK	 
REQUEST	7361		Login	1590513790330	1590513790335	OK	 
REQUEST	6512		Logged	1590513790330	1590513790336	OK	 
REQUEST	8113		Home	1590513790331	1590513790338	OK	 
REQUEST	8162		Home	1590513790333	1590513790342	OK	 
REQUEST	6512		Logged Redirect 1	1590513790336	1590513790344	OK	 
USER	VetWithDiagnosis	8114	START	1590513790346	1590513790346
USER	VetWithoutDiagnosis	8163	START	1590513790346	1590513790346
USER	VetWithoutDiagnosis	111	END	1590513709300	1590513790347
REQUEST	6563		Logged	1590513790346	1590513790348	OK	 
REQUEST	5712		ShowMyDiagnosis	1590513790330	1590513790348	OK	 
REQUEST	5763		ShowMyDiagnosis	1590513790335	1590513790349	OK	 
REQUEST	5762		ShowMyDiagnosis	1590513790335	1590513790349	OK	 
REQUEST	6513		Logged	1590513790346	1590513790350	OK	 
REQUEST	7313		Login	1590513790346	1590513790350	OK	 
REQUEST	6563		Logged Redirect 1	1590513790348	1590513790351	OK	 
REQUEST	5713		ShowMyDiagnosis	1590513790335	1590513790352	OK	 
REQUEST	7362		Login	1590513790346	1590513790354	OK	 
REQUEST	8114		Home	1590513790347	1590513790355	OK	 
REQUEST	8163		Home	1590513790347	1590513790355	OK	 
REQUEST	6513		Logged Redirect 1	1590513790350	1590513790356	OK	 
USER	VetWithoutDiagnosis	112	END	1590513709315	1590513790369
USER	VetWithDiagnosis	8115	START	1590513790368	1590513790368
USER	VetWithoutDiagnosis	8164	START	1590513790368	1590513790368
REQUEST	6564		Logged	1590513790368	1590513790371	OK	 
REQUEST	7314		Login	1590513790368	1590513790371	OK	 
REQUEST	6514		Logged	1590513790368	1590513790374	OK	 
REQUEST	8164		Home	1590513790369	1590513790378	OK	 
REQUEST	8115		Home	1590513790369	1590513790378	OK	 
REQUEST	6514		Logged Redirect 1	1590513790374	1590513790379	OK	 
REQUEST	6564		Logged Redirect 1	1590513790372	1590513790379	OK	 
REQUEST	7363		Login	1590513790379	1590513790383	OK	 
REQUEST	5764		ShowMyDiagnosis	1590513790380	1590513790385	OK	 
USER	VetWithoutDiagnosis	8165	START	1590513790390	1590513790390
USER	VetWithDiagnosis	8116	START	1590513790390	1590513790390
REQUEST	5765		ShowMyDiagnosis	1590513790390	1590513790396	OK	 
REQUEST	8116		Home	1590513790390	1590513790396	OK	 
REQUEST	8165		Home	1590513790390	1590513790397	OK	 
REQUEST	5714		ShowMyDiagnosis	1590513790390	1590513790402	OK	 
USER	VetWithDiagnosis	10	END	1590513709315	1590513790401
USER	VetWithDiagnosis	13	END	1590513709365	1590513790401
USER	VetWithoutDiagnosis	114	END	1590513709364	1590513790401
USER	VetWithDiagnosis	7	END	1590513709239	1590513790402
USER	VetWithDiagnosis	8	END	1590513709271	1590513790404
REQUEST	5715		ShowMyDiagnosis	1590513790390	1590513790407	OK	 
USER	VetWithoutDiagnosis	113	END	1590513709347	1590513790407
USER	VetWithDiagnosis	12	END	1590513709347	1590513790408
USER	VetWithDiagnosis	11	END	1590513709327	1590513790408
USER	VetWithDiagnosis	9	END	1590513709288	1590513790409
USER	VetWithDiagnosis	6	END	1590513709223	1590513790410
REQUEST	6515		Logged	1590513790403	1590513790426	OK	 
REQUEST	7315		Login	1590513790409	1590513790427	OK	 
USER	VetWithoutDiagnosis	115	END	1590513709378	1590513790426
USER	VetWithDiagnosis	14	END	1590513709389	1590513790427
USER	VetWithoutDiagnosis	116	END	1590513709399	1590513790429
USER	VetWithoutDiagnosis	8166	START	1590513790426	1590513790426
USER	VetWithDiagnosis	8118	START	1590513790429	1590513790429
USER	VetWithoutDiagnosis	8167	START	1590513790429	1590513790429
USER	VetWithDiagnosis	8117	START	1590513790430	1590513790430
REQUEST	6566		Logged	1590513790426	1590513790432	OK	 
REQUEST	7364		Login	1590513790426	1590513790432	OK	 
REQUEST	6565		Logged	1590513790402	1590513790411	OK	 
REQUEST	6515		Logged Redirect 1	1590513790426	1590513790432	OK	 
REQUEST	6516		Logged	1590513790428	1590513790432	OK	 
REQUEST	7316		Login	1590513790429	1590513790435	OK	 
REQUEST	7366		Login	1590513790429	1590513790435	OK	 
REQUEST	6567		Logged	1590513790429	1590513790435	OK	 
REQUEST	5716		ShowMyDiagnosis	1590513790403	1590513790436	OK	 
REQUEST	5767		ShowMyDiagnosis	1590513790428	1590513790438	OK	 
REQUEST	6516		Logged Redirect 1	1590513790432	1590513790438	OK	 
USER	VetWithDiagnosis	15	END	1590513709411	1590513790439
REQUEST	5766		ShowMyDiagnosis	1590513790428	1590513790440	OK	 
REQUEST	7365		Login	1590513790429	1590513790440	OK	 
REQUEST	6566		Logged Redirect 1	1590513790432	1590513790441	OK	 
REQUEST	6517		Logged	1590513790429	1590513790442	OK	 
REQUEST	6565		Logged Redirect 1	1590513790432	1590513790442	OK	 
REQUEST	8167		Home	1590513790430	1590513790443	OK	 
REQUEST	7317		Login	1590513790429	1590513790443	OK	 
REQUEST	8117		Home	1590513790430	1590513790443	OK	 
REQUEST	8118		Home	1590513790430	1590513790444	OK	 
REQUEST	6567		Logged Redirect 1	1590513790435	1590513790444	OK	 
REQUEST	8166		Home	1590513790429	1590513790445	OK	 
USER	VetWithoutDiagnosis	117	END	1590513709415	1590513790448
USER	VetWithoutDiagnosis	8168	START	1590513790448	1590513790448
USER	VetWithDiagnosis	8119	START	1590513790448	1590513790448
REQUEST	6517		Logged Redirect 1	1590513790442	1590513790455	OK	 
REQUEST	6568		Logged	1590513790447	1590513790456	OK	 
REQUEST	5768		ShowMyDiagnosis	1590513790441	1590513790460	OK	 
REQUEST	6518		Logged	1590513790448	1590513790460	OK	 
REQUEST	8119		Home	1590513790448	1590513790460	OK	 
USER	VetWithDiagnosis	16	END	1590513709427	1590513790461
REQUEST	8168		Home	1590513790448	1590513790461	OK	 
USER	VetWithoutDiagnosis	118	END	1590513709437	1590513790461
REQUEST	6568		Logged Redirect 1	1590513790456	1590513790464	OK	 
REQUEST	6518		Logged Redirect 1	1590513790460	1590513790464	OK	 
REQUEST	5769		ShowMyDiagnosis	1590513790462	1590513790468	OK	 
REQUEST	5717		ShowMyDiagnosis	1590513790428	1590513790468	OK	 
REQUEST	7367		Login	1590513790462	1590513790468	OK	 
REQUEST	7318		Login	1590513790462	1590513790469	OK	 
USER	VetWithDiagnosis	8120	START	1590513790471	1590513790471
USER	VetWithoutDiagnosis	8169	START	1590513790471	1590513790471
REQUEST	7319		Login	1590513790470	1590513790475	OK	 
REQUEST	7368		Login	1590513790470	1590513790475	OK	 
REQUEST	6519		Logged	1590513790471	1590513790476	OK	 
REQUEST	6569		Logged	1590513790470	1590513790476	OK	 
REQUEST	5718		ShowMyDiagnosis	1590513790437	1590513790478	OK	 
REQUEST	6519		Logged Redirect 1	1590513790476	1590513790479	OK	 
REQUEST	6569		Logged Redirect 1	1590513790476	1590513790480	OK	 
REQUEST	8120		Home	1590513790471	1590513790480	OK	 
REQUEST	8169		Home	1590513790472	1590513790481	OK	 
USER	VetWithDiagnosis	17	END	1590513709448	1590513790481
REQUEST	5770		ShowMyDiagnosis	1590513790481	1590513790487	OK	 
REQUEST	5719		ShowMyDiagnosis	1590513790463	1590513790487	OK	 
USER	VetWithoutDiagnosis	8170	START	1590513790491	1590513790491
USER	VetWithDiagnosis	8121	START	1590513790491	1590513790491
REQUEST	7369		Login	1590513790491	1590513790493	OK	 
REQUEST	5720		ShowMyDiagnosis	1590513790482	1590513790494	OK	 
USER	VetWithoutDiagnosis	119	END	1590513709459	1590513790494
REQUEST	6520		Logged	1590513790491	1590513790496	OK	 
REQUEST	6570		Logged	1590513790491	1590513790496	OK	 
REQUEST	7320		Login	1590513790491	1590513790497	OK	 
USER	VetWithoutDiagnosis	120	END	1590513709475	1590513790497
REQUEST	8121		Home	1590513790492	1590513790500	OK	 
REQUEST	6571		Logged	1590513790497	1590513790501	OK	 
REQUEST	6520		Logged Redirect 1	1590513790496	1590513790502	OK	 
REQUEST	6570		Logged Redirect 1	1590513790496	1590513790504	OK	 
REQUEST	8170		Home	1590513790491	1590513790504	OK	 
REQUEST	6571		Logged Redirect 1	1590513790501	1590513790505	OK	 
USER	VetWithDiagnosis	8122	START	1590513790509	1590513790509
USER	VetWithoutDiagnosis	8171	START	1590513790509	1590513790509
REQUEST	7370		Login	1590513790509	1590513790511	OK	 
REQUEST	5771		ShowMyDiagnosis	1590513790497	1590513790511	OK	 
REQUEST	6521		Logged	1590513790509	1590513790513	OK	 
REQUEST	7321		Login	1590513790509	1590513790514	OK	 
REQUEST	5721		ShowMyDiagnosis	1590513790491	1590513790515	OK	 
REQUEST	8122		Home	1590513790509	1590513790517	OK	 
REQUEST	8171		Home	1590513790509	1590513790518	OK	 
REQUEST	6521		Logged Redirect 1	1590513790513	1590513790520	OK	 
REQUEST	5772		ShowMyDiagnosis	1590513790521	1590513790525	OK	 
USER	VetWithDiagnosis	18	END	1590513709470	1590513790526
USER	VetWithDiagnosis	8123	START	1590513790526	1590513790526
USER	VetWithoutDiagnosis	8172	START	1590513790526	1590513790526
USER	VetWithDiagnosis	19	END	1590513709486	1590513790526
USER	VetWithoutDiagnosis	121	END	1590513709497	1590513790529
REQUEST	5722		ShowMyDiagnosis	1590513790520	1590513790533	OK	 
REQUEST	8123		Home	1590513790526	1590513790535	OK	 
REQUEST	8172		Home	1590513790527	1590513790536	OK	 
REQUEST	7322		Login	1590513790536	1590513790539	OK	 
REQUEST	6522		Logged	1590513790536	1590513790539	OK	 
REQUEST	7371		Login	1590513790536	1590513790539	OK	 
REQUEST	6572		Logged	1590513790536	1590513790541	OK	 
REQUEST	5773		ShowMyDiagnosis	1590513790536	1590513790543	OK	 
REQUEST	6522		Logged Redirect 1	1590513790540	1590513790544	OK	 
REQUEST	6572		Logged Redirect 1	1590513790541	1590513790546	OK	 
USER	VetWithDiagnosis	8124	START	1590513790548	1590513790548
USER	VetWithDiagnosis	20	END	1590513709507	1590513790547
USER	VetWithoutDiagnosis	122	END	1590513709518	1590513790547
USER	VetWithoutDiagnosis	8173	START	1590513790547	1590513790547
REQUEST	6573		Logged	1590513790547	1590513790550	OK	 
REQUEST	7323		Login	1590513790547	1590513790551	OK	 
REQUEST	7372		Login	1590513790547	1590513790551	OK	 
REQUEST	6523		Logged	1590513790547	1590513790552	OK	 
REQUEST	6573		Logged Redirect 1	1590513790550	1590513790552	OK	 
REQUEST	8173		Home	1590513790548	1590513790555	OK	 
REQUEST	8124		Home	1590513790548	1590513790555	OK	 
REQUEST	6523		Logged Redirect 1	1590513790552	1590513790558	OK	 
USER	VetWithDiagnosis	21	END	1590513709529	1590513790559
REQUEST	5723		ShowMyDiagnosis	1590513790547	1590513790561	OK	 
REQUEST	5774		ShowMyDiagnosis	1590513790559	1590513790563	OK	 
REQUEST	5724		ShowMyDiagnosis	1590513790559	1590513790567	OK	 
USER	VetWithoutDiagnosis	123	END	1590513709540	1590513790570
USER	VetWithoutDiagnosis	8174	START	1590513790570	1590513790570
USER	VetWithDiagnosis	8125	START	1590513790570	1590513790570
REQUEST	7373		Login	1590513790570	1590513790572	OK	 
REQUEST	6574		Logged	1590513790570	1590513790572	OK	 
REQUEST	7324		Login	1590513790570	1590513790575	OK	 
REQUEST	6574		Logged Redirect 1	1590513790572	1590513790575	OK	 
REQUEST	6524		Logged	1590513790570	1590513790577	OK	 
REQUEST	8174		Home	1590513790570	1590513790578	OK	 
REQUEST	8125		Home	1590513790570	1590513790579	OK	 
REQUEST	6524		Logged Redirect 1	1590513790577	1590513790581	OK	 
USER	VetWithDiagnosis	22	END	1590513709551	1590513790581
REQUEST	5775		ShowMyDiagnosis	1590513790581	1590513790585	OK	 
USER	VetWithoutDiagnosis	124	END	1590513709555	1590513790586
USER	VetWithoutDiagnosis	8175	START	1590513790585	1590513790585
USER	VetWithDiagnosis	8126	START	1590513790585	1590513790585
REQUEST	8126		Home	1590513790586	1590513790591	OK	 
REQUEST	8175		Home	1590513790586	1590513790592	OK	 
REQUEST	5725		ShowMyDiagnosis	1590513790581	1590513790593	OK	 
USER	VetWithDiagnosis	23	END	1590513709565	1590513790596
REQUEST	6575		Logged	1590513790596	1590513790597	OK	 
REQUEST	7325		Login	1590513790596	1590513790598	OK	 
REQUEST	6525		Logged	1590513790596	1590513790599	OK	 
REQUEST	7374		Login	1590513790596	1590513790599	OK	 
REQUEST	5776		ShowMyDiagnosis	1590513790596	1590513790601	OK	 
REQUEST	6575		Logged Redirect 1	1590513790597	1590513790603	OK	 
REQUEST	6525		Logged Redirect 1	1590513790599	1590513790603	OK	 
REQUEST	5726		ShowMyDiagnosis	1590513790596	1590513790605	OK	 
USER	VetWithoutDiagnosis	8176	START	1590513790607	1590513790607
USER	VetWithDiagnosis	8127	START	1590513790607	1590513790607
USER	VetWithoutDiagnosis	125	END	1590513709576	1590513790607
REQUEST	7375		Login	1590513790607	1590513790610	OK	 
REQUEST	6576		Logged	1590513790607	1590513790611	OK	 
REQUEST	7326		Login	1590513790607	1590513790612	OK	 
REQUEST	6526		Logged	1590513790607	1590513790612	OK	 
REQUEST	8127		Home	1590513790607	1590513790613	OK	 
REQUEST	6576		Logged Redirect 1	1590513790611	1590513790614	OK	 
REQUEST	6526		Logged Redirect 1	1590513790612	1590513790615	OK	 
REQUEST	8176		Home	1590513790607	1590513790616	OK	 
REQUEST	5777		ShowMyDiagnosis	1590513790618	1590513790621	OK	 
REQUEST	5727		ShowMyDiagnosis	1590513790618	1590513790626	OK	 
USER	VetWithoutDiagnosis	126	END	1590513709597	1590513790629
USER	VetWithoutDiagnosis	8177	START	1590513790629	1590513790629
USER	VetWithDiagnosis	8128	START	1590513790629	1590513790629
USER	VetWithDiagnosis	24	END	1590513709586	1590513790630
REQUEST	7327		Login	1590513790629	1590513790631	OK	 
REQUEST	7376		Login	1590513790629	1590513790631	OK	 
REQUEST	6577		Logged	1590513790629	1590513790632	OK	 
