ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History17OwnerPets	history17ownerpets	1590493698476	 	3.3.1
REQUEST	560		jquery-ui.theme.min.css	1590493760669	1590493760692	OK	 
REQUEST	555		jquery-ui.min.css	1590493760673	1590493760696	OK	 
REQUEST	555		jquery-ui.theme.min.css	1590493760673	1590493760703	OK	 
REQUEST	560		jquery.min.js	1590493760685	1590493760709	OK	 
REQUEST	477		bootstrap.min.css	1590493760587	1590493760709	OK	 
REQUEST	555		jquery.min.js	1590493760696	1590493760714	OK	 
REQUEST	560		jquery-ui.min.js	1590493760692	1590493760716	OK	 
REQUEST	555		jquery-ui.min.js	1590493760704	1590493760723	OK	 
REQUEST	555		bootstrap.min.js	1590493760714	1590493760724	OK	 
REQUEST	560		bootstrap.min.js	1590493760709	1590493760727	OK	 
REQUEST	477		signin.css	1590493760587	1590493760728	OK	 
REQUEST	555		favicon.png	1590493760673	1590493760729	OK	 
REQUEST	560		petclinic.css	1590493760669	1590493760732	OK	 
REQUEST	560		pets.png	1590493760669	1590493760738	OK	 
REQUEST	560		spring-pivotal-logo.png	1590493760670	1590493760738	OK	 
REQUEST	560		favicon.png	1590493760668	1590493760741	OK	 
REQUEST	555		pets.png	1590493760673	1590493760742	OK	 
REQUEST	555		spring-pivotal-logo.png	1590493760673	1590493760745	OK	 
REQUEST	555		petclinic.css	1590493760673	1590493760746	OK	 
REQUEST	278		Pets	1590493756355	1590493760756	OK	 
REQUEST	473		Login	1590493760769	1590493760771	OK	 
REQUEST	478		Login	1590493760774	1590493760776	OK	 
REQUEST	152		AddPetGet	1590493757913	1590493760796	OK	 
REQUEST	52		AddPetPost	1590493756389	1590493760827	OK	 
REQUEST	63		AddPetPost	1590493758248	1590493760827	OK	 
REQUEST	407		Logged	1590493755553	1590493760830	OK	 
REQUEST	407		Logged Redirect 1	1590493760831	1590493760841	OK	 
REQUEST	407		jquery-ui.min.css	1590493760842	1590493760852	OK	 
REQUEST	407		jquery-ui.theme.min.css	1590493760842	1590493760856	OK	 
REQUEST	407		jquery.min.js	1590493760852	1590493760862	OK	 
REQUEST	407		jquery-ui.min.js	1590493760856	1590493760866	OK	 
REQUEST	407		bootstrap.min.js	1590493760862	1590493760873	OK	 
USER	EditPet	561	START	1590493760877	1590493760877
USER	AddPet	556	START	1590493760877	1590493760877
REQUEST	478		bootstrap.min.css	1590493760777	1590493760888	OK	 
REQUEST	561		Home	1590493760878	1590493760889	OK	 
REQUEST	556		Home	1590493760882	1590493760892	OK	 
REQUEST	473		bootstrap.min.css	1590493760773	1590493760893	OK	 
REQUEST	473		signin.css	1590493760772	1590493760894	OK	 
REQUEST	561		jquery-ui.min.css	1590493760889	1590493760905	OK	 
REQUEST	478		signin.css	1590493760776	1590493760911	OK	 
REQUEST	561		favicon.png	1590493760889	1590493760932	OK	 
REQUEST	407		spring-pivotal-logo.png	1590493760842	1590493760932	OK	 
REQUEST	407		petclinic.css	1590493760842	1590493760936	OK	 
REQUEST	561		petclinic.css	1590493760889	1590493760938	OK	 
REQUEST	407		favicon.png	1590493760842	1590493760939	OK	 
REQUEST	561		jquery-ui.theme.min.css	1590493760890	1590493760951	OK	 
REQUEST	561		jquery.min.js	1590493760905	1590493760954	OK	 
REQUEST	561		bootstrap.min.js	1590493760938	1590493760956	OK	 
REQUEST	556		jquery-ui.theme.min.css	1590493760893	1590493760957	OK	 
REQUEST	556		spring-pivotal-logo.png	1590493760893	1590493760962	OK	 
REQUEST	556		jquery.min.js	1590493760958	1590493760964	OK	 
REQUEST	556		bootstrap.min.js	1590493760964	1590493760972	OK	 
REQUEST	556		jquery-ui.min.js	1590493760962	1590493760974	OK	 
REQUEST	556		petclinic.css	1590493760893	1590493760978	OK	 
REQUEST	556		jquery-ui.min.css	1590493760893	1590493760987	OK	 
REQUEST	561		spring-pivotal-logo.png	1590493760890	1590493760989	OK	 
REQUEST	407		pets.png	1590493760842	1590493760993	OK	 
REQUEST	561		jquery-ui.min.js	1590493760932	1590493760995	OK	 
REQUEST	556		favicon.png	1590493760892	1590493760997	OK	 
REQUEST	556		pets.png	1590493760893	1590493760999	OK	 
REQUEST	561		pets.png	1590493760890	1590493761002	OK	 
REQUEST	136		AddPetGet	1590493756654	1590493761014	OK	 
REQUEST	423		Logged	1590493757156	1590493761020	OK	 
REQUEST	454		Logged	1590493761018	1590493761022	OK	 
REQUEST	423		Logged Redirect 1	1590493761020	1590493761025	OK	 
REQUEST	454		Logged Redirect 1	1590493761023	1590493761028	OK	 
REQUEST	423		jquery-ui.theme.min.css	1590493761026	1590493761038	OK	 
REQUEST	454		jquery-ui.min.css	1590493761029	1590493761049	OK	 
REQUEST	454		jquery-ui.theme.min.css	1590493761029	1590493761055	OK	 
REQUEST	423		jquery-ui.min.css	1590493761026	1590493761055	OK	 
REQUEST	423		jquery.min.js	1590493761038	1590493761056	OK	 
REQUEST	454		jquery.min.js	1590493761049	1590493761060	OK	 
REQUEST	423		jquery-ui.min.js	1590493761055	1590493761066	OK	 
REQUEST	454		jquery-ui.min.js	1590493761055	1590493761075	OK	 
REQUEST	423		bootstrap.min.js	1590493761056	1590493761078	OK	 
REQUEST	454		bootstrap.min.js	1590493761060	1590493761078	OK	 
USER	AddPet	557	START	1590493761081	1590493761081
USER	EditPet	562	START	1590493761081	1590493761081
REQUEST	562		Home	1590493761081	1590493761090	OK	 
REQUEST	557		Home	1590493761081	1590493761094	OK	 
REQUEST	562		jquery-ui.theme.min.css	1590493761091	1590493761105	OK	 
REQUEST	562		jquery-ui.min.css	1590493761091	1590493761112	OK	 
REQUEST	557		jquery-ui.theme.min.css	1590493761095	1590493761113	OK	 
REQUEST	557		jquery-ui.min.css	1590493761095	1590493761123	OK	 
REQUEST	562		jquery.min.js	1590493761105	1590493761126	OK	 
REQUEST	557		jquery.min.js	1590493761113	1590493761131	OK	 
REQUEST	557		jquery-ui.min.js	1590493761123	1590493761136	OK	 
REQUEST	562		jquery-ui.min.js	1590493761113	1590493761138	OK	 
REQUEST	562		spring-pivotal-logo.png	1590493761092	1590493761153	OK	 
REQUEST	423		spring-pivotal-logo.png	1590493761026	1590493761155	OK	 
REQUEST	557		bootstrap.min.js	1590493761131	1590493761157	OK	 
REQUEST	557		petclinic.css	1590493761094	1590493761159	OK	 
REQUEST	423		pets.png	1590493761026	1590493761163	OK	 
REQUEST	423		petclinic.css	1590493761026	1590493761165	OK	 
REQUEST	423		favicon.png	1590493761026	1590493761167	OK	 
REQUEST	557		spring-pivotal-logo.png	1590493761095	1590493761171	OK	 
REQUEST	454		spring-pivotal-logo.png	1590493761029	1590493761174	OK	 
REQUEST	562		petclinic.css	1590493761091	1590493761177	OK	 
REQUEST	454		petclinic.css	1590493761029	1590493761180	OK	 
REQUEST	562		bootstrap.min.js	1590493761126	1590493761182	OK	 
REQUEST	557		pets.png	1590493761095	1590493761185	OK	 
REQUEST	454		pets.png	1590493761029	1590493761188	OK	 
REQUEST	562		pets.png	1590493761091	1590493761188	OK	 
REQUEST	557		favicon.png	1590493761094	1590493761191	OK	 
REQUEST	562		favicon.png	1590493761091	1590493761192	OK	 
REQUEST	454		favicon.png	1590493761029	1590493761193	OK	 
REQUEST	53		AddPetPost	1590493756633	1590493761211	OK	 
REQUEST	156		EditPetGet	1590493758289	1590493761211	OK	 
REQUEST	46		EditPetPost	1590493758248	1590493761215	OK	 
REQUEST	47		EditPetPost	1590493758250	1590493761226	OK	 
REQUEST	60		AddPetPost	1590493758068	1590493761228	OK	 
REQUEST	426		Logged	1590493758680	1590493761234	OK	 
REQUEST	432		Logged	1590493758682	1590493761236	OK	 
REQUEST	426		Logged Redirect 1	1590493761235	1590493761242	OK	 
REQUEST	432		Logged Redirect 1	1590493761236	1590493761244	OK	 
REQUEST	426		jquery-ui.min.css	1590493761243	1590493761270	OK	 
REQUEST	426		jquery-ui.theme.min.css	1590493761243	1590493761275	OK	 
REQUEST	426		jquery.min.js	1590493761270	1590493761286	OK	 
REQUEST	432		jquery-ui.min.css	1590493761255	1590493761288	OK	 
REQUEST	426		jquery-ui.min.js	1590493761275	1590493761295	OK	 
REQUEST	426		bootstrap.min.js	1590493761286	1590493761301	OK	 
REQUEST	432		jquery.min.js	1590493761288	1590493761306	OK	 
USER	AddPet	563	START	1590493761308	1590493761308
USER	EditPet	568	START	1590493761308	1590493761308
REQUEST	432		jquery-ui.min.js	1590493761306	1590493761322	OK	 
REQUEST	563		Home	1590493761308	1590493761323	OK	 
REQUEST	568		Home	1590493761309	1590493761325	OK	 
REQUEST	432		bootstrap.min.js	1590493761322	1590493761334	OK	 
REQUEST	563		jquery-ui.theme.min.css	1590493761324	1590493761340	OK	 
REQUEST	563		jquery-ui.min.css	1590493761324	1590493761345	OK	 
REQUEST	568		jquery-ui.theme.min.css	1590493761326	1590493761350	OK	 
REQUEST	568		jquery-ui.min.css	1590493761326	1590493761353	OK	 
REQUEST	563		jquery.min.js	1590493761340	1590493761355	OK	 
REQUEST	568		jquery.min.js	1590493761350	1590493761361	OK	 
REQUEST	563		bootstrap.min.js	1590493761355	1590493761365	OK	 
REQUEST	568		jquery-ui.min.js	1590493761354	1590493761368	OK	 
REQUEST	568		bootstrap.min.js	1590493761361	1590493761373	OK	 
REQUEST	563		jquery-ui.min.js	1590493761346	1590493761373	OK	 
REQUEST	432		jquery-ui.theme.min.css	1590493761255	1590493761384	OK	 
REQUEST	563		favicon.png	1590493761324	1590493761386	OK	 
REQUEST	426		spring-pivotal-logo.png	1590493761243	1590493761387	OK	 
REQUEST	426		favicon.png	1590493761243	1590493761388	OK	 
REQUEST	426		petclinic.css	1590493761243	1590493761388	OK	 
REQUEST	563		pets.png	1590493761324	1590493761392	OK	 
REQUEST	563		petclinic.css	1590493761324	1590493761396	OK	 
REQUEST	432		pets.png	1590493761255	1590493761396	OK	 
REQUEST	568		petclinic.css	1590493761326	1590493761400	OK	 
REQUEST	432		favicon.png	1590493761255	1590493761401	OK	 
REQUEST	568		favicon.png	1590493761326	1590493761402	OK	 
REQUEST	432		petclinic.css	1590493761255	1590493761402	OK	 
REQUEST	563		spring-pivotal-logo.png	1590493761324	1590493761404	OK	 
REQUEST	568		spring-pivotal-logo.png	1590493761326	1590493761404	OK	 
REQUEST	432		spring-pivotal-logo.png	1590493761255	1590493761406	OK	 
REQUEST	426		pets.png	1590493761243	1590493761407	OK	 
REQUEST	568		pets.png	1590493761326	1590493761408	OK	 
REQUEST	153		AddPetGet	1590493758252	1590493761428	OK	 
REQUEST	157		EditPetGet	1590493758671	1590493761428	OK	 
REQUEST	433		Logged	1590493758727	1590493761433	OK	 
REQUEST	294		Pets	1590493757317	1590493761435	OK	 
REQUEST	433		Logged Redirect 1	1590493761433	1590493761440	OK	 
REQUEST	433		jquery-ui.theme.min.css	1590493761440	1590493761452	OK	 
REQUEST	433		jquery-ui.min.css	1590493761440	1590493761453	OK	 
REQUEST	433		pets.png	1590493761440	1590493761454	OK	 
REQUEST	433		bootstrap.min.js	1590493761454	1590493761462	OK	 
REQUEST	433		jquery.min.js	1590493761453	1590493761467	OK	 
REQUEST	433		jquery-ui.min.js	1590493761454	1590493761469	OK	 
REQUEST	433		spring-pivotal-logo.png	1590493761440	1590493761471	OK	 
REQUEST	433		petclinic.css	1590493761440	1590493761472	OK	 
REQUEST	433		favicon.png	1590493761440	1590493761474	OK	 
REQUEST	164		EditPetGet	1590493758723	1590493761507	OK	 
REQUEST	427		Logged	1590493758734	1590493761511	OK	 
USER	AddPet	564	START	1590493761518	1590493761518
REQUEST	427		Logged Redirect 1	1590493761511	1590493761519	OK	 
USER	EditPet	569	START	1590493761521	1590493761521
REQUEST	569		Home	1590493761522	1590493761531	OK	 
REQUEST	564		Home	1590493761519	1590493761537	OK	 
REQUEST	427		jquery-ui.theme.min.css	1590493761520	1590493761554	OK	 
REQUEST	427		jquery-ui.min.css	1590493761520	1590493761559	OK	 
REQUEST	564		jquery-ui.theme.min.css	1590493761538	1590493761563	OK	 
REQUEST	569		jquery-ui.min.css	1590493761532	1590493761565	OK	 
REQUEST	569		jquery-ui.theme.min.css	1590493761532	1590493761571	OK	 
REQUEST	564		jquery-ui.min.css	1590493761538	1590493761575	OK	 
REQUEST	569		jquery.min.js	1590493761565	1590493761577	OK	 
REQUEST	427		jquery.min.js	1590493761555	1590493761581	OK	 
REQUEST	569		jquery-ui.min.js	1590493761571	1590493761593	OK	 
REQUEST	427		jquery-ui.min.js	1590493761559	1590493761596	OK	 
REQUEST	569		bootstrap.min.js	1590493761577	1590493761600	OK	 
REQUEST	564		jquery.min.js	1590493761563	1590493761604	OK	 
REQUEST	564		jquery-ui.min.js	1590493761575	1590493761605	OK	 
REQUEST	564		bootstrap.min.js	1590493761604	1590493761612	OK	 
REQUEST	427		bootstrap.min.js	1590493761581	1590493761613	OK	 
REQUEST	427		spring-pivotal-logo.png	1590493761520	1590493761617	OK	 
REQUEST	427		favicon.png	1590493761520	1590493761621	OK	 
REQUEST	427		pets.png	1590493761520	1590493761623	OK	 
REQUEST	427		petclinic.css	1590493761520	1590493761624	OK	 
REQUEST	564		spring-pivotal-logo.png	1590493761538	1590493761626	OK	 
REQUEST	569		spring-pivotal-logo.png	1590493761532	1590493761626	OK	 
REQUEST	569		favicon.png	1590493761531	1590493761628	OK	 
REQUEST	564		favicon.png	1590493761537	1590493761628	OK	 
REQUEST	569		petclinic.css	1590493761531	1590493761634	OK	 
REQUEST	564		petclinic.css	1590493761538	1590493761636	OK	 
REQUEST	569		pets.png	1590493761532	1590493761637	OK	 
REQUEST	16		EditPetPost Redirect 1	1590493757008	1590493761655	OK	 
REQUEST	295		Pets	1590493758730	1590493761658	OK	 
REQUEST	428		Logged	1590493758736	1590493761659	OK	 
REQUEST	428		Logged Redirect 1	1590493761660	1590493761671	OK	 
REQUEST	564		pets.png	1590493761538	1590493761673	OK	 
REQUEST	428		spring-pivotal-logo.png	1590493761672	1590493761685	OK	 
REQUEST	428		jquery-ui.theme.min.css	1590493761672	1590493761686	OK	 
REQUEST	428		favicon.png	1590493761671	1590493761686	OK	 
REQUEST	428		jquery-ui.min.css	1590493761672	1590493761688	OK	 
REQUEST	428		bootstrap.min.js	1590493761687	1590493761694	OK	 
REQUEST	428		pets.png	1590493761672	1590493761697	OK	 
REQUEST	428		jquery.min.js	1590493761685	1590493761698	OK	 
REQUEST	428		jquery-ui.min.js	1590493761686	1590493761703	OK	 
USER	AddPet	565	START	1590493761702	1590493761702
USER	EditPet	570	START	1590493761704	1590493761704
REQUEST	565		Home	1590493761704	1590493761710	OK	 
REQUEST	570		Home	1590493761705	1590493761712	OK	 
REQUEST	565		jquery-ui.theme.min.css	1590493761711	1590493761722	OK	 
REQUEST	565		jquery-ui.min.css	1590493761711	1590493761727	OK	 
REQUEST	570		jquery-ui.min.css	1590493761713	1590493761738	OK	 
REQUEST	565		jquery.min.js	1590493761722	1590493761740	OK	 
REQUEST	570		jquery-ui.theme.min.css	1590493761713	1590493761743	OK	 
REQUEST	570		jquery.min.js	1590493761738	1590493761749	OK	 
REQUEST	565		jquery-ui.min.js	1590493761727	1590493761752	OK	 
REQUEST	428		petclinic.css	1590493761672	1590493761754	OK	 
REQUEST	565		bootstrap.min.js	1590493761740	1590493761758	OK	 
REQUEST	570		bootstrap.min.js	1590493761749	1590493761759	OK	 
REQUEST	570		jquery-ui.min.js	1590493761744	1590493761763	OK	 
REQUEST	570		favicon.png	1590493761713	1590493761765	OK	 
REQUEST	565		petclinic.css	1590493761711	1590493761770	OK	 
REQUEST	565		spring-pivotal-logo.png	1590493761712	1590493761771	OK	 
REQUEST	565		pets.png	1590493761711	1590493761775	OK	 
REQUEST	565		favicon.png	1590493761711	1590493761777	OK	 
REQUEST	570		pets.png	1590493761713	1590493761779	OK	 
REQUEST	570		spring-pivotal-logo.png	1590493761713	1590493761781	OK	 
REQUEST	570		petclinic.css	1590493761713	1590493761781	OK	 
REQUEST	159		AddPetGet	1590493758729	1590493761795	OK	 
REQUEST	70		AddPetPost	1590493758671	1590493761797	OK	 
REQUEST	440		Logged	1590493758969	1590493761798	OK	 
REQUEST	440		Logged Redirect 1	1590493761798	1590493761808	OK	 
REQUEST	17		EditPetPost Redirect 1	1590493756822	1590493761818	OK	 
REQUEST	441		Logged	1590493759079	1590493761821	OK	 
REQUEST	440		jquery-ui.theme.min.css	1590493761809	1590493761823	OK	 
REQUEST	441		Logged Redirect 1	1590493761821	1590493761827	OK	 
REQUEST	440		jquery-ui.min.css	1590493761809	1590493761827	OK	 
REQUEST	441		jquery-ui.min.css	1590493761828	1590493761838	OK	 
REQUEST	441		jquery-ui.theme.min.css	1590493761828	1590493761839	OK	 
REQUEST	440		jquery-ui.min.js	1590493761827	1590493761845	OK	 
REQUEST	441		jquery.min.js	1590493761838	1590493761847	OK	 
REQUEST	440		bootstrap.min.js	1590493761845	1590493761853	OK	 
REQUEST	441		jquery-ui.min.js	1590493761839	1590493761856	OK	 
REQUEST	441		bootstrap.min.js	1590493761847	1590493761859	OK	 
REQUEST	440		jquery.min.js	1590493761823	1590493761861	OK	 
REQUEST	440		spring-pivotal-logo.png	1590493761809	1590493761867	OK	 
REQUEST	440		favicon.png	1590493761809	1590493761871	OK	 
REQUEST	440		petclinic.css	1590493761809	1590493761874	OK	 
REQUEST	440		pets.png	1590493761809	1590493761875	OK	 
REQUEST	441		spring-pivotal-logo.png	1590493761828	1590493761878	OK	 
REQUEST	441		favicon.png	1590493761828	1590493761881	OK	 
REQUEST	441		petclinic.css	1590493761828	1590493761885	OK	 
REQUEST	441		pets.png	1590493761828	1590493761887	OK	 
REQUEST	165		EditPetGet	1590493758915	1590493761896	OK	 
REQUEST	69		AddPetPost	1590493758260	1590493761899	OK	 
REQUEST	435		Logged	1590493759260	1590493761911	OK	 
REQUEST	438		Logged	1590493759274	1590493761912	OK	 
REQUEST	442		Logged	1590493759274	1590493761919	OK	 
REQUEST	438		Logged Redirect 1	1590493761912	1590493761922	OK	 
REQUEST	435		Logged Redirect 1	1590493761911	1590493761922	OK	 
REQUEST	442		Logged Redirect 1	1590493761919	1590493761925	OK	 
REQUEST	435		jquery-ui.min.css	1590493761923	1590493761935	OK	 
REQUEST	442		jquery-ui.min.css	1590493761925	1590493761937	OK	 
REQUEST	435		jquery.min.js	1590493761935	1590493761942	OK	 
REQUEST	442		jquery-ui.theme.min.css	1590493761925	1590493761945	OK	 
REQUEST	438		jquery-ui.theme.min.css	1590493761923	1590493761946	OK	 
REQUEST	435		jquery-ui.min.js	1590493761942	1590493761959	OK	 
REQUEST	435		jquery-ui.theme.min.css	1590493761923	1590493761964	OK	 
REQUEST	435		bootstrap.min.js	1590493761960	1590493761964	OK	 
REQUEST	442		jquery-ui.min.js	1590493761946	1590493761970	OK	 
REQUEST	442		jquery.min.js	1590493761938	1590493761971	OK	 
REQUEST	438		jquery-ui.min.css	1590493761923	1590493761978	OK	 
REQUEST	442		bootstrap.min.js	1590493761970	1590493761981	OK	 
REQUEST	438		jquery.min.js	1590493761946	1590493761984	OK	 
REQUEST	438		bootstrap.min.js	1590493761984	1590493761992	OK	 
REQUEST	438		jquery-ui.min.js	1590493761978	1590493761994	OK	 
USER	EditPet	571	START	1590493761995	1590493761995
USER	AddPet	566	START	1590493761995	1590493761995
REQUEST	566		Home	1590493761995	1590493762001	OK	 
REQUEST	571		Home	1590493761995	1590493762001	OK	 
REQUEST	566		jquery-ui.theme.min.css	1590493762001	1590493762013	OK	 
REQUEST	571		jquery-ui.theme.min.css	1590493762001	1590493762016	OK	 
REQUEST	566		jquery.min.js	1590493762014	1590493762023	OK	 
REQUEST	571		jquery.min.js	1590493762017	1590493762028	OK	 
REQUEST	566		jquery-ui.min.js	1590493762023	1590493762037	OK	 
REQUEST	571		jquery-ui.min.js	1590493762028	1590493762038	OK	 
REQUEST	571		bootstrap.min.js	1590493762038	1590493762042	OK	 
REQUEST	566		bootstrap.min.js	1590493762037	1590493762044	OK	 
REQUEST	438		spring-pivotal-logo.png	1590493761923	1590493762047	OK	 
REQUEST	566		favicon.png	1590493762001	1590493762048	OK	 
REQUEST	438		favicon.png	1590493761923	1590493762050	OK	 
REQUEST	442		pets.png	1590493761925	1590493762055	OK	 
REQUEST	438		petclinic.css	1590493761923	1590493762057	OK	 
REQUEST	442		petclinic.css	1590493761925	1590493762060	OK	 
REQUEST	566		spring-pivotal-logo.png	1590493762002	1590493762062	OK	 
REQUEST	442		spring-pivotal-logo.png	1590493761926	1590493762064	OK	 
REQUEST	435		spring-pivotal-logo.png	1590493761923	1590493762065	OK	 
REQUEST	571		favicon.png	1590493762001	1590493762066	OK	 
REQUEST	435		favicon.png	1590493761923	1590493762070	OK	 
REQUEST	442		favicon.png	1590493761925	1590493762073	OK	 
REQUEST	566		pets.png	1590493762001	1590493762075	OK	 
REQUEST	435		pets.png	1590493761923	1590493762077	OK	 
REQUEST	438		pets.png	1590493761923	1590493762079	OK	 
REQUEST	566		petclinic.css	1590493762001	1590493762081	OK	 
REQUEST	435		petclinic.css	1590493761923	1590493762086	OK	 
REQUEST	486		Login	1590493762088	1590493762090	OK	 
REQUEST	482		Login	1590493762093	1590493762094	OK	 
USER	AddPet	567	START	1590493762097	1590493762097
USER	EditPet	572	START	1590493762101	1590493762101
REQUEST	567		Home	1590493762097	1590493762105	OK	 
REQUEST	567		jquery-ui.min.css	1590493762105	1590493762133	OK	 
REQUEST	567		petclinic.css	1590493762105	1590493762134	OK	 
REQUEST	567		jquery-ui.theme.min.css	1590493762106	1590493762135	OK	 
REQUEST	571		jquery-ui.min.css	1590493762001	1590493762139	OK	 
REQUEST	566		jquery-ui.min.css	1590493762001	1590493762140	OK	 
REQUEST	572		Home	1590493762103	1590493762141	OK	 
REQUEST	571		petclinic.css	1590493762001	1590493762156	OK	 
REQUEST	567		jquery.min.js	1590493762134	1590493762156	OK	 
REQUEST	567		jquery-ui.min.js	1590493762135	1590493762158	OK	 
REQUEST	567		bootstrap.min.js	1590493762135	1590493762158	OK	 
REQUEST	480		Login	1590493762173	1590493762175	OK	 
REQUEST	483		Login	1590493762173	1590493762179	OK	 
REQUEST	567		favicon.png	1590493762105	1590493762182	OK	 
REQUEST	572		jquery-ui.theme.min.css	1590493762156	1590493762183	OK	 
REQUEST	572		jquery-ui.min.css	1590493762143	1590493762184	OK	 
REQUEST	572		pets.png	1590493762157	1590493762190	OK	 
REQUEST	482		bootstrap.min.css	1590493762095	1590493762196	OK	 
REQUEST	572		jquery.min.js	1590493762183	1590493762199	OK	 
REQUEST	572		jquery-ui.min.js	1590493762185	1590493762204	OK	 
REQUEST	486		bootstrap.min.css	1590493762091	1590493762208	OK	 
REQUEST	572		bootstrap.min.js	1590493762190	1590493762208	OK	 
REQUEST	567		pets.png	1590493762106	1590493762211	OK	 
REQUEST	571		pets.png	1590493762001	1590493762216	OK	 
REQUEST	481		Login	1590493762215	1590493762220	OK	 
REQUEST	482		signin.css	1590493762095	1590493762221	OK	 
REQUEST	572		favicon.png	1590493762141	1590493762223	OK	 
REQUEST	572		spring-pivotal-logo.png	1590493762158	1590493762225	OK	 
REQUEST	572		petclinic.css	1590493762141	1590493762227	OK	 
REQUEST	567		spring-pivotal-logo.png	1590493762106	1590493762229	OK	 
REQUEST	571		spring-pivotal-logo.png	1590493762002	1590493762237	OK	 
REQUEST	486		signin.css	1590493762091	1590493762237	OK	 
REQUEST	488		Login	1590493762241	1590493762243	OK	 
REQUEST	474		Login	1590493762254	1590493762257	OK	 
REQUEST	480		bootstrap.min.css	1590493762177	1590493762262	OK	 
REQUEST	484		Login	1590493762259	1590493762264	OK	 
REQUEST	483		signin.css	1590493762179	1590493762269	OK	 
REQUEST	483		bootstrap.min.css	1590493762180	1590493762269	OK	 
REQUEST	487		Login	1590493762264	1590493762270	OK	 
REQUEST	479		Login	1590493762259	1590493762272	OK	 
REQUEST	475		Login	1590493762272	1590493762276	OK	 
REQUEST	480		signin.css	1590493762176	1590493762277	OK	 
REQUEST	485		Login	1590493762273	1590493762279	OK	 
REQUEST	481		bootstrap.min.css	1590493762221	1590493762308	OK	 
REQUEST	481		signin.css	1590493762221	1590493762310	OK	 
REQUEST	489		Login	1590493762315	1590493762317	OK	 
REQUEST	488		bootstrap.min.css	1590493762244	1590493762335	OK	 
REQUEST	488		signin.css	1590493762244	1590493762336	OK	 
REQUEST	47		EditPetPost Redirect 1	1590493761226	1590493762336	OK	 
REQUEST	474		bootstrap.min.css	1590493762258	1590493762339	OK	 
REQUEST	487		bootstrap.min.css	1590493762271	1590493762339	OK	 
USER	AddPet	573	START	1590493762342	1590493762342
USER	EditPet	577	START	1590493762345	1590493762345
REQUEST	573		Home	1590493762342	1590493762349	OK	 
REQUEST	577		Home	1590493762347	1590493762357	OK	 
REQUEST	479		bootstrap.min.css	1590493762274	1590493762364	OK	 
REQUEST	485		bootstrap.min.css	1590493762280	1590493762364	OK	 
REQUEST	484		bootstrap.min.css	1590493762266	1590493762364	OK	 
REQUEST	479		signin.css	1590493762272	1590493762365	OK	 
REQUEST	484		signin.css	1590493762265	1590493762365	OK	 
REQUEST	475		bootstrap.min.css	1590493762277	1590493762365	OK	 
REQUEST	475		signin.css	1590493762276	1590493762366	OK	 
REQUEST	474		signin.css	1590493762258	1590493762366	OK	 
REQUEST	573		jquery-ui.theme.min.css	1590493762351	1590493762375	OK	 
REQUEST	577		jquery-ui.theme.min.css	1590493762358	1590493762379	OK	 
REQUEST	487		signin.css	1590493762270	1590493762383	OK	 
REQUEST	577		jquery-ui.min.css	1590493762358	1590493762385	OK	 
REQUEST	573		jquery-ui.min.css	1590493762351	1590493762387	OK	 
REQUEST	573		jquery.min.js	1590493762376	1590493762391	OK	 
REQUEST	577		jquery.min.js	1590493762379	1590493762392	OK	 
REQUEST	577		bootstrap.min.js	1590493762392	1590493762397	OK	 
REQUEST	573		bootstrap.min.js	1590493762392	1590493762403	OK	 
REQUEST	573		jquery-ui.min.js	1590493762387	1590493762406	OK	 
REQUEST	577		jquery-ui.min.js	1590493762386	1590493762408	OK	 
REQUEST	485		signin.css	1590493762280	1590493762409	OK	 
REQUEST	494		Login	1590493762408	1590493762411	OK	 
REQUEST	573		favicon.png	1590493762350	1590493762413	OK	 
REQUEST	573		spring-pivotal-logo.png	1590493762352	1590493762416	OK	 
REQUEST	573		pets.png	1590493762351	1590493762419	OK	 
REQUEST	577		favicon.png	1590493762357	1590493762421	OK	 
REQUEST	577		spring-pivotal-logo.png	1590493762358	1590493762424	OK	 
REQUEST	573		petclinic.css	1590493762350	1590493762426	OK	 
REQUEST	577		petclinic.css	1590493762357	1590493762430	OK	 
REQUEST	577		pets.png	1590493762358	1590493762432	OK	 
REQUEST	21		EditPetPost Redirect 1	1590493758659	1590493762440	OK	 
REQUEST	167		EditPetGet	1590493759343	1590493762442	OK	 
REQUEST	489		bootstrap.min.css	1590493762319	1590493762445	OK	 
REQUEST	489		signin.css	1590493762318	1590493762447	OK	 
REQUEST	160		AddPetGet	1590493758917	1590493762458	OK	 
REQUEST	443		Logged	1590493759516	1590493762462	OK	 
REQUEST	443		Logged Redirect 1	1590493762462	1590493762467	OK	 
REQUEST	443		jquery-ui.theme.min.css	1590493762468	1590493762476	OK	 
REQUEST	443		jquery-ui.min.css	1590493762468	1590493762477	OK	 
REQUEST	443		petclinic.css	1590493762468	1590493762482	OK	 
REQUEST	443		spring-pivotal-logo.png	1590493762468	1590493762502	OK	 
REQUEST	443		pets.png	1590493762468	1590493762502	OK	 
REQUEST	443		jquery.min.js	1590493762476	1590493762502	OK	 
REQUEST	443		favicon.png	1590493762468	1590493762502	OK	 
