ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History19AdminRooms	history19adminrooms	1590494893502	 	3.3.1
REQUEST	916		jquery-ui.theme.min.css	1590494979626	1590494979662	OK	 
REQUEST	760		bootstrap.min.js	1590494979636	1590494979665	OK	 
REQUEST	922		jquery.min.js	1590494979650	1590494979666	OK	 
REQUEST	916		jquery-ui.min.css	1590494979626	1590494979669	OK	 
REQUEST	916		jquery.min.js	1590494979662	1590494979672	OK	 
REQUEST	922		jquery-ui.min.js	1590494979656	1590494979676	OK	 
REQUEST	916		jquery-ui.min.js	1590494979669	1590494979680	OK	 
USER	AccessRoom	221	END	1590494915081	1590494979681
REQUEST	922		bootstrap.min.js	1590494979666	1590494979685	OK	 
REQUEST	916		bootstrap.min.js	1590494979672	1590494979686	OK	 
REQUEST	767		spring-pivotal-logo.png	1590494979442	1590494979687	OK	 
REQUEST	916		petclinic.css	1590494979626	1590494979688	OK	 
REQUEST	757		pets.png	1590494979437	1590494979691	OK	 
REQUEST	921		petclinic.css	1590494979424	1590494979694	OK	 
REQUEST	766		petclinic.css	1590494979396	1590494979698	OK	 
REQUEST	922		petclinic.css	1590494979626	1590494979701	OK	 
REQUEST	764		petclinic.css	1590494979449	1590494979701	OK	 
REQUEST	760		petclinic.css	1590494979444	1590494979705	OK	 
REQUEST	767		petclinic.css	1590494979442	1590494979705	OK	 
REQUEST	758		petclinic.css	1590494979431	1590494979710	OK	 
REQUEST	757		petclinic.css	1590494979437	1590494979710	OK	 
REQUEST	922		spring-pivotal-logo.png	1590494979626	1590494979714	OK	 
REQUEST	916		spring-pivotal-logo.png	1590494979626	1590494979714	OK	 
REQUEST	759		spring-pivotal-logo.png	1590494979396	1590494979716	OK	 
REQUEST	758		spring-pivotal-logo.png	1590494979431	1590494979716	OK	 
REQUEST	760		spring-pivotal-logo.png	1590494979444	1590494979716	OK	 
REQUEST	757		spring-pivotal-logo.png	1590494979437	1590494979718	OK	 
REQUEST	916		pets.png	1590494979626	1590494979722	OK	 
REQUEST	922		pets.png	1590494979626	1590494979724	OK	 
REQUEST	759		pets.png	1590494979396	1590494979726	OK	 
REQUEST	915		pets.png	1590494979405	1590494979728	OK	 
REQUEST	758		pets.png	1590494979431	1590494979731	OK	 
REQUEST	764		pets.png	1590494979449	1590494979732	OK	 
REQUEST	767		pets.png	1590494979442	1590494979733	OK	 
REQUEST	760		pets.png	1590494979444	1590494979737	OK	 
USER	AccessRoom	917	START	1590494979739	1590494979739
USER	Sitter	923	START	1590494979741	1590494979741
REQUEST	916		favicon.png	1590494979626	1590494979744	OK	 
REQUEST	917		Home	1590494979739	1590494979746	OK	 
REQUEST	766		favicon.png	1590494979396	1590494979747	OK	 
REQUEST	923		Home	1590494979741	1590494979751	OK	 
REQUEST	917		jquery-ui.theme.min.css	1590494979747	1590494979764	OK	 
REQUEST	917		jquery-ui.min.css	1590494979747	1590494979765	OK	 
REQUEST	923		jquery-ui.theme.min.css	1590494979752	1590494979766	OK	 
REQUEST	917		jquery.min.js	1590494979764	1590494979775	OK	 
REQUEST	923		jquery.min.js	1590494979767	1590494979776	OK	 
REQUEST	917		jquery-ui.min.js	1590494979765	1590494979780	OK	 
REQUEST	917		petclinic.css	1590494979747	1590494979783	OK	 
REQUEST	923		jquery-ui.min.js	1590494979776	1590494979805	OK	 
REQUEST	917		bootstrap.min.js	1590494979776	1590494979807	OK	 
REQUEST	764		favicon.png	1590494979449	1590494979813	OK	 
REQUEST	923		bootstrap.min.js	1590494979805	1590494979816	OK	 
REQUEST	923		spring-pivotal-logo.png	1590494979752	1590494979818	OK	 
REQUEST	923		jquery-ui.min.css	1590494979751	1590494979824	OK	 
REQUEST	917		favicon.png	1590494979747	1590494979826	OK	 
REQUEST	917		spring-pivotal-logo.png	1590494979747	1590494979827	OK	 
REQUEST	923		pets.png	1590494979752	1590494979830	OK	 
REQUEST	760		favicon.png	1590494979444	1590494979832	OK	 
REQUEST	922		favicon.png	1590494979626	1590494979832	OK	 
REQUEST	923		petclinic.css	1590494979751	1590494979837	OK	 
REQUEST	921		favicon.png	1590494979424	1590494979837	OK	 
REQUEST	923		favicon.png	1590494979751	1590494979839	OK	 
REQUEST	917		pets.png	1590494979747	1590494979843	OK	 
USER	AccessRoom	232	END	1590494916226	1590494979847
REQUEST	328		ChangeSitter	1590494978030	1590494979858	OK	 
REQUEST	761		LoggedAd	1590494978296	1590494979862	OK	 
REQUEST	271		ChangeSitterPost Redirect 1	1590494977863	1590494979869	OK	 
REQUEST	761		LoggedAd Redirect 1	1590494979863	1590494979873	OK	 
REQUEST	304		ChangeSitterPost Redirect 1	1590494978241	1590494979883	OK	 
REQUEST	423		room3	1590494977119	1590494979884	OK	 
REQUEST	761		jquery-ui.min.css	1590494979874	1590494979889	OK	 
REQUEST	415		Room1	1590494977113	1590494979889	OK	 
REQUEST	768		LoggedAd	1590494978429	1590494979895	OK	 
REQUEST	761		jquery-ui.theme.min.css	1590494979874	1590494979900	OK	 
REQUEST	768		LoggedAd Redirect 1	1590494979895	1590494979904	OK	 
USER	Sitter	208	END	1590494913890	1590494979908
USER	AccessRoom	918	START	1590494979906	1590494979906
REQUEST	761		jquery-ui.min.js	1590494979900	1590494979918	OK	 
REQUEST	918		Home	1590494979908	1590494979924	OK	 
REQUEST	768		jquery-ui.min.css	1590494979905	1590494979933	OK	 
REQUEST	768		jquery-ui.theme.min.css	1590494979905	1590494979935	OK	 
REQUEST	761		bootstrap.min.js	1590494979918	1590494979943	OK	 
REQUEST	918		jquery-ui.theme.min.css	1590494979925	1590494979946	OK	 
REQUEST	768		jquery.min.js	1590494979933	1590494979947	OK	 
REQUEST	768		jquery-ui.min.js	1590494979935	1590494979949	OK	 
USER	Sitter	924	START	1590494979951	1590494979951
REQUEST	918		jquery-ui.min.css	1590494979925	1590494979954	OK	 
REQUEST	768		bootstrap.min.js	1590494979947	1590494979957	OK	 
REQUEST	924		Home	1590494979951	1590494979959	OK	 
REQUEST	918		jquery-ui.min.js	1590494979954	1590494979972	OK	 
REQUEST	924		jquery-ui.theme.min.css	1590494979960	1590494979973	OK	 
REQUEST	924		jquery-ui.min.css	1590494979960	1590494979976	OK	 
USER	Sitter	230	END	1590494915878	1590494979977
REQUEST	918		bootstrap.min.js	1590494979972	1590494979985	OK	 
REQUEST	924		jquery-ui.min.js	1590494979976	1590494979989	OK	 
REQUEST	924		jquery.min.js	1590494979973	1590494979994	OK	 
REQUEST	924		bootstrap.min.js	1590494979990	1590494979998	OK	 
REQUEST	918		jquery.min.js	1590494979946	1590494980000	OK	 
REQUEST	761		spring-pivotal-logo.png	1590494979874	1590494980000	OK	 
REQUEST	761		pets.png	1590494979874	1590494980005	OK	 
REQUEST	761		petclinic.css	1590494979874	1590494980007	OK	 
REQUEST	616		Rooms	1590494979977	1590494980009	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	918		spring-pivotal-logo.png	1590494979925	1590494980013	OK	 
REQUEST	768		spring-pivotal-logo.png	1590494979905	1590494980013	OK	 
REQUEST	761		jquery.min.js	1590494979889	1590494980018	OK	 
REQUEST	924		spring-pivotal-logo.png	1590494979960	1590494980018	OK	 
REQUEST	924		pets.png	1590494979960	1590494980020	OK	 
REQUEST	768		pets.png	1590494979905	1590494980024	OK	 
REQUEST	924		petclinic.css	1590494979960	1590494980027	OK	 
REQUEST	918		petclinic.css	1590494979925	1590494980030	OK	 
REQUEST	918		favicon.png	1590494979925	1590494980032	OK	 
REQUEST	768		petclinic.css	1590494979905	1590494980035	OK	 
REQUEST	761		favicon.png	1590494979874	1590494980035	OK	 
REQUEST	918		pets.png	1590494979925	1590494980039	OK	 
REQUEST	924		favicon.png	1590494979959	1590494980040	OK	 
REQUEST	768		favicon.png	1590494979905	1590494980042	OK	 
USER	AccessRoom	222	END	1590494915278	1590494980043
REQUEST	455		room3	1590494977998	1590494980057	OK	 
REQUEST	458		room3	1590494978254	1590494980057	OK	 
REQUEST	451		Room1	1590494978418	1590494980058	OK	 
REQUEST	769		LoggedAd	1590494978460	1590494980060	OK	 
REQUEST	772		LoggedAd	1590494978460	1590494980061	OK	 
REQUEST	735		LoggedAd	1590494978691	1590494980062	OK	 
REQUEST	765		LoggedAd	1590494978537	1590494980063	OK	 
REQUEST	763		LoggedAd	1590494978540	1590494980064	OK	 
REQUEST	771		LoggedAd	1590494978691	1590494980067	OK	 
REQUEST	763		LoggedAd Redirect 1	1590494980064	1590494980068	OK	 
REQUEST	769		LoggedAd Redirect 1	1590494980061	1590494980068	OK	 
REQUEST	748		LoggedAd	1590494978785	1590494980071	OK	 
REQUEST	736		LoggedAd	1590494978787	1590494980072	OK	 
REQUEST	735		LoggedAd Redirect 1	1590494980062	1590494980073	OK	 
REQUEST	771		LoggedAd Redirect 1	1590494980067	1590494980075	OK	 
REQUEST	772		LoggedAd Redirect 1	1590494980062	1590494980075	OK	 
REQUEST	765		LoggedAd Redirect 1	1590494980063	1590494980078	OK	 
REQUEST	737		LoggedAd	1590494978841	1590494980079	OK	 
REQUEST	744		LoggedAd	1590494978841	1590494980081	OK	 
REQUEST	743		LoggedAd	1590494978841	1590494980085	OK	 
REQUEST	769		jquery-ui.min.css	1590494980069	1590494980087	OK	 
REQUEST	732		LoggedAd	1590494978848	1590494980092	OK	 
REQUEST	748		LoggedAd Redirect 1	1590494980071	1590494980092	OK	 
REQUEST	751		LoggedAd	1590494978853	1590494980096	OK	 
REQUEST	777		LoggedAd	1590494978856	1590494980097	OK	 
REQUEST	762		LoggedAd	1590494978853	1590494980100	OK	 
REQUEST	737		LoggedAd Redirect 1	1590494980079	1590494980105	OK	 
REQUEST	763		jquery-ui.min.css	1590494980069	1590494980105	OK	 
REQUEST	769		jquery-ui.theme.min.css	1590494980069	1590494980110	OK	 
REQUEST	763		jquery.min.js	1590494980105	1590494980113	OK	 
REQUEST	735		jquery-ui.min.css	1590494980074	1590494980113	OK	 
REQUEST	771		jquery-ui.theme.min.css	1590494980075	1590494980128	OK	 
REQUEST	772		jquery-ui.theme.min.css	1590494980076	1590494980131	OK	 
REQUEST	736		LoggedAd Redirect 1	1590494980073	1590494980133	OK	 
REQUEST	763		jquery-ui.theme.min.css	1590494980069	1590494980134	OK	 
REQUEST	765		jquery-ui.min.css	1590494980078	1590494980136	OK	 
REQUEST	771		jquery-ui.min.css	1590494980075	1590494980138	OK	 
REQUEST	744		LoggedAd Redirect 1	1590494980082	1590494980140	OK	 
REQUEST	743		LoggedAd Redirect 1	1590494980085	1590494980145	OK	 
REQUEST	735		jquery-ui.theme.min.css	1590494980074	1590494980150	OK	 
REQUEST	732		LoggedAd Redirect 1	1590494980092	1590494980151	OK	 
REQUEST	777		LoggedAd Redirect 1	1590494980097	1590494980160	OK	 
REQUEST	762		LoggedAd Redirect 1	1590494980100	1590494980165	OK	 
REQUEST	751		LoggedAd Redirect 1	1590494980097	1590494980169	OK	 
REQUEST	765		jquery-ui.theme.min.css	1590494980078	1590494980179	OK	 
REQUEST	763		bootstrap.min.js	1590494980134	1590494980181	OK	 
REQUEST	762		jquery-ui.theme.min.css	1590494980166	1590494980200	OK	 
REQUEST	751		jquery-ui.theme.min.css	1590494980170	1590494980208	OK	 
REQUEST	751		jquery-ui.min.css	1590494980169	1590494980212	OK	 
REQUEST	751		jquery.min.js	1590494980208	1590494980216	OK	 
REQUEST	762		jquery.min.js	1590494980201	1590494980221	OK	 
REQUEST	751		bootstrap.min.js	1590494980216	1590494980226	OK	 
REQUEST	751		jquery-ui.min.js	1590494980213	1590494980231	OK	 
REQUEST	762		jquery-ui.min.js	1590494980221	1590494980234	OK	 
REQUEST	762		jquery-ui.min.css	1590494980166	1590494980238	OK	 
REQUEST	762		bootstrap.min.js	1590494980234	1590494980242	OK	 
REQUEST	771		jquery.min.js	1590494980128	1590494980245	OK	 
REQUEST	765		jquery-ui.min.js	1590494980179	1590494980247	OK	 
USER	Sitter	930	START	1590494980250	1590494980250
USER	AccessRoom	925	START	1590494980250	1590494980250
USER	AccessRoom	236	END	1590494916896	1590494980255
REQUEST	925		Home	1590494980250	1590494980258	OK	 
REQUEST	930		Home	1590494980250	1590494980258	OK	 
REQUEST	765		bootstrap.min.js	1590494980247	1590494980261	OK	 
USER	AccessRoom	233	END	1590494916396	1590494980262
REQUEST	930		jquery-ui.min.css	1590494980258	1590494980274	OK	 
REQUEST	925		jquery-ui.theme.min.css	1590494980258	1590494980280	OK	 
REQUEST	930		jquery-ui.theme.min.css	1590494980258	1590494980289	OK	 
REQUEST	930		jquery.min.js	1590494980274	1590494980292	OK	 
REQUEST	925		jquery.min.js	1590494980281	1590494980295	OK	 
REQUEST	930		jquery-ui.min.js	1590494980289	1590494980300	OK	 
REQUEST	930		bootstrap.min.js	1590494980292	1590494980303	OK	 
USER	AccessRoom	224	END	1590494915678	1590494980305
REQUEST	925		jquery-ui.min.js	1590494980296	1590494980313	OK	 
REQUEST	614		Rooms	1590494980261	1590494980314	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	796		LoginAd	1590494980315	1590494980317	OK	 
REQUEST	800		LoginAd	1590494980315	1590494980320	OK	 
REQUEST	797		LoginAd	1590494980315	1590494980320	OK	 
REQUEST	789		LoginAd	1590494980315	1590494980322	OK	 
REQUEST	787		LoginAd	1590494980315	1590494980324	OK	 
REQUEST	790		LoginAd	1590494980324	1590494980330	OK	 
REQUEST	804		LoginAd	1590494980327	1590494980331	OK	 
REQUEST	798		LoginAd	1590494980327	1590494980332	OK	 
REQUEST	925		bootstrap.min.js	1590494980313	1590494980333	OK	 
REQUEST	805		LoginAd	1590494980329	1590494980334	OK	 
REQUEST	802		LoginAd	1590494980336	1590494980340	OK	 
REQUEST	806		LoginAd	1590494980335	1590494980341	OK	 
REQUEST	807		LoginAd	1590494980336	1590494980341	OK	 
REQUEST	801		LoginAd	1590494980335	1590494980343	OK	 
REQUEST	812		LoginAd	1590494980338	1590494980345	OK	 
USER	AccessRoom	223	END	1590494915491	1590494980348
USER	AccessRoom	926	START	1590494980348	1590494980348
USER	Sitter	931	START	1590494980348	1590494980348
REQUEST	809		LoginAd	1590494980345	1590494980350	OK	 
REQUEST	814		LoginAd	1590494980345	1590494980351	OK	 
REQUEST	813		LoginAd	1590494980345	1590494980351	OK	 
REQUEST	808		LoginAd	1590494980345	1590494980352	OK	 
REQUEST	788		LoginAd	1590494980346	1590494980353	OK	 
USER	AccessRoom	245	END	1590494917516	1590494980355
REQUEST	931		Home	1590494980348	1590494980363	OK	 
REQUEST	926		Home	1590494980348	1590494980364	OK	 
REQUEST	926		jquery-ui.theme.min.css	1590494980365	1590494980393	OK	 
REQUEST	926		jquery-ui.min.css	1590494980365	1590494980397	OK	 
REQUEST	931		jquery-ui.theme.min.css	1590494980364	1590494980398	OK	 
REQUEST	796		bootstrap.min.css	1590494980318	1590494980406	OK	 
REQUEST	789		bootstrap.min.css	1590494980323	1590494980407	OK	 
REQUEST	797		bootstrap.min.css	1590494980320	1590494980408	OK	 
REQUEST	800		bootstrap.min.css	1590494980320	1590494980410	OK	 
REQUEST	926		jquery.min.js	1590494980393	1590494980417	OK	 
REQUEST	931		jquery.min.js	1590494980398	1590494980417	OK	 
REQUEST	926		jquery-ui.min.js	1590494980398	1590494980419	OK	 
REQUEST	797		signin.css	1590494980320	1590494980421	OK	 
REQUEST	790		bootstrap.min.css	1590494980331	1590494980424	OK	 
REQUEST	801		bootstrap.min.css	1590494980344	1590494980424	OK	 
REQUEST	806		bootstrap.min.css	1590494980341	1590494980426	OK	 
REQUEST	798		bootstrap.min.css	1590494980333	1590494980429	OK	 
REQUEST	787		bootstrap.min.css	1590494980325	1590494980429	OK	 
REQUEST	769		pets.png	1590494980069	1590494980495	OK	 
REQUEST	763		spring-pivotal-logo.png	1590494980069	1590494980495	OK	 
REQUEST	763		jquery-ui.min.js	1590494980113	1590494980495	OK	 
REQUEST	769		jquery.min.js	1590494980087	1590494980495	OK	 
REQUEST	771		bootstrap.min.js	1590494980245	1590494980495	OK	 
REQUEST	769		jquery-ui.min.js	1590494980110	1590494980496	OK	 
REQUEST	763		petclinic.css	1590494980069	1590494980496	OK	 
REQUEST	736		jquery-ui.min.css	1590494980134	1590494980496	OK	 
REQUEST	777		petclinic.css	1590494980161	1590494980496	OK	 
REQUEST	736		jquery-ui.theme.min.css	1590494980134	1590494980496	OK	 
REQUEST	926		bootstrap.min.js	1590494980417	1590494980496	OK	 
REQUEST	737		spring-pivotal-logo.png	1590494980106	1590494980496	OK	 
REQUEST	737		jquery-ui.theme.min.css	1590494980106	1590494980496	OK	 
REQUEST	801		signin.css	1590494980343	1590494980517	OK	 
REQUEST	805		bootstrap.min.css	1590494980334	1590494980517	OK	 
REQUEST	809		signin.css	1590494980351	1590494980517	OK	 
REQUEST	807		bootstrap.min.css	1590494980341	1590494980517	OK	 
REQUEST	765		jquery.min.js	1590494980137	1590494980518	OK	 
REQUEST	765		pets.png	1590494980079	1590494980518	OK	 
REQUEST	765		spring-pivotal-logo.png	1590494980079	1590494980518	OK	 
REQUEST	809		bootstrap.min.css	1590494980351	1590494980518	OK	 
REQUEST	813		signin.css	1590494980352	1590494980518	OK	 
REQUEST	807		signin.css	1590494980341	1590494980518	OK	 
REQUEST	743		jquery-ui.theme.min.css	1590494980146	1590494980519	OK	 
REQUEST	787		signin.css	1590494980324	1590494980519	OK	 
REQUEST	735		jquery.min.js	1590494980114	1590494980519	OK	 
REQUEST	931		jquery-ui.min.js	1590494980417	1590494980519	OK	 
REQUEST	800		signin.css	1590494980320	1590494980519	OK	 
REQUEST	813		bootstrap.min.css	1590494980352	1590494980519	OK	 
REQUEST	790		signin.css	1590494980331	1590494980520	OK	 
REQUEST	789		signin.css	1590494980323	1590494980520	OK	 
REQUEST	798		signin.css	1590494980333	1590494980520	OK	 
REQUEST	805		signin.css	1590494980334	1590494980520	OK	 
REQUEST	808		bootstrap.min.css	1590494980353	1590494980520	OK	 
REQUEST	802		bootstrap.min.css	1590494980341	1590494980520	OK	 
REQUEST	806		signin.css	1590494980341	1590494980520	OK	 
REQUEST	814		signin.css	1590494980351	1590494980521	OK	 
USER	AccessRoom	927	START	1590494980521	1590494980521
USER	Sitter	932	START	1590494980522	1590494980522
USER	AccessRoom	243	END	1590494917076	1590494980521
USER	AccessRoom	225	END	1590494915878	1590494980522
USER	AccessRoom	214	END	1590494914893	1590494980522
REQUEST	814		bootstrap.min.css	1590494980351	1590494980523	OK	 
USER	AccessRoom	255	END	1590494918527	1590494980523
REQUEST	802		signin.css	1590494980341	1590494980524	OK	 
REQUEST	772		petclinic.css	1590494980076	1590494980525	OK	 
REQUEST	772		pets.png	1590494980076	1590494980526	OK	 
REQUEST	772		jquery.min.js	1590494980131	1590494980526	OK	 
REQUEST	772		jquery-ui.min.css	1590494980076	1590494980526	OK	 
REQUEST	772		spring-pivotal-logo.png	1590494980076	1590494980526	OK	 
REQUEST	748		jquery-ui.theme.min.css	1590494980093	1590494980526	OK	 
REQUEST	748		spring-pivotal-logo.png	1590494980093	1590494980526	OK	 
REQUEST	796		signin.css	1590494980318	1590494980527	OK	 
REQUEST	804		signin.css	1590494980332	1590494980527	OK	 
REQUEST	804		bootstrap.min.css	1590494980332	1590494980528	OK	 
REQUEST	812		signin.css	1590494980345	1590494980529	OK	 
REQUEST	812		bootstrap.min.css	1590494980345	1590494980530	OK	 
REQUEST	736		spring-pivotal-logo.png	1590494980134	1590494980534	OK	 
REQUEST	769		favicon.png	1590494980069	1590494980536	OK	 
REQUEST	771		pets.png	1590494980075	1590494980536	OK	 
REQUEST	763		favicon.png	1590494980069	1590494980536	OK	 
REQUEST	771		favicon.png	1590494980075	1590494980537	OK	 
REQUEST	737		petclinic.css	1590494980106	1590494980537	OK	 
REQUEST	771		jquery-ui.min.js	1590494980138	1590494980547	OK	 
REQUEST	927		Home	1590494980522	1590494980549	OK	 
REQUEST	808		signin.css	1590494980352	1590494980552	OK	 
REQUEST	744		jquery-ui.min.css	1590494980141	1590494980554	OK	 
REQUEST	748		jquery-ui.min.css	1590494980093	1590494980562	OK	 
REQUEST	932		Home	1590494980522	1590494980568	OK	 
REQUEST	788		bootstrap.min.css	1590494980354	1590494980572	OK	 
REQUEST	788		signin.css	1590494980354	1590494980574	OK	 
REQUEST	743		jquery-ui.min.css	1590494980146	1590494980584	OK	 
REQUEST	748		jquery.min.js	1590494980526	1590494980597	OK	 
REQUEST	737		jquery.min.js	1590494980496	1590494980601	OK	 
REQUEST	736		jquery.min.js	1590494980496	1590494980605	OK	 
REQUEST	744		jquery-ui.theme.min.css	1590494980141	1590494980608	OK	 
REQUEST	925		jquery-ui.min.css	1590494980258	1590494980611	OK	 
REQUEST	737		jquery-ui.min.css	1590494980106	1590494980614	OK	 
REQUEST	931		jquery-ui.min.css	1590494980364	1590494980614	OK	 
REQUEST	743		jquery.min.js	1590494980519	1590494980618	OK	 
REQUEST	732		jquery-ui.min.css	1590494980152	1590494980621	OK	 
REQUEST	769		bootstrap.min.js	1590494980495	1590494980625	OK	 
REQUEST	735		jquery-ui.min.js	1590494980150	1590494980626	OK	 
REQUEST	932		jquery-ui.theme.min.css	1590494980568	1590494980627	OK	 
REQUEST	735		bootstrap.min.js	1590494980519	1590494980631	OK	 
REQUEST	932		jquery-ui.min.css	1590494980568	1590494980632	OK	 
REQUEST	732		jquery-ui.theme.min.css	1590494980152	1590494980637	OK	 
REQUEST	777		jquery.min.js	1590494980496	1590494980642	OK	 
REQUEST	777		jquery-ui.min.css	1590494980161	1590494980643	OK	 
REQUEST	772		bootstrap.min.js	1590494980526	1590494980645	OK	 
REQUEST	931		bootstrap.min.js	1590494980519	1590494980651	OK	 
REQUEST	736		jquery-ui.min.js	1590494980496	1590494980652	OK	 
REQUEST	777		jquery-ui.theme.min.css	1590494980161	1590494980656	OK	 
REQUEST	732		jquery.min.js	1590494980621	1590494980657	OK	 
REQUEST	736		bootstrap.min.js	1590494980534	1590494980658	OK	 
REQUEST	748		jquery-ui.min.js	1590494980526	1590494980658	OK	 
REQUEST	927		jquery-ui.theme.min.css	1590494980550	1590494980660	OK	 
REQUEST	748		bootstrap.min.js	1590494980562	1590494980663	OK	 
REQUEST	777		bootstrap.min.js	1590494980643	1590494980665	OK	 
REQUEST	932		jquery.min.js	1590494980627	1590494980665	OK	 
REQUEST	744		jquery.min.js	1590494980554	1590494980670	OK	 
REQUEST	927		jquery.min.js	1590494980660	1590494980673	OK	 
REQUEST	932		bootstrap.min.js	1590494980665	1590494980676	OK	 
REQUEST	927		jquery-ui.min.js	1590494980673	1590494980685	OK	 
REQUEST	732		jquery-ui.min.js	1590494980637	1590494980689	OK	 
REQUEST	927		bootstrap.min.js	1590494980685	1590494980693	OK	 
REQUEST	744		bootstrap.min.js	1590494980670	1590494980695	OK	 
USER	AccessRoom	253	END	1590494918127	1590494980698
USER	AccessRoom	244	END	1590494917286	1590494980700
USER	AccessRoom	246	END	1590494917676	1590494980701
USER	Sitter	933	START	1590494980703	1590494980703
USER	AccessRoom	928	START	1590494980703	1590494980703
USER	AccessRoom	247	END	1590494917887	1590494980707
REQUEST	737		bootstrap.min.js	1590494980538	1590494980712	OK	 
REQUEST	744		jquery-ui.min.js	1590494980608	1590494980713	OK	 
REQUEST	933		Home	1590494980703	1590494980715	OK	 
REQUEST	928		Home	1590494980703	1590494980717	OK	 
REQUEST	772		jquery-ui.min.js	1590494980526	1590494980722	OK	 
REQUEST	927		jquery-ui.min.css	1590494980550	1590494980726	OK	 
REQUEST	932		jquery-ui.min.js	1590494980633	1590494980728	OK	 
REQUEST	928		jquery-ui.min.css	1590494980718	1590494980738	OK	 
REQUEST	928		jquery-ui.theme.min.css	1590494980718	1590494980743	OK	 
REQUEST	615		Rooms	1590494980521	1590494980748	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	928		jquery.min.js	1590494980739	1590494980751	OK	 
REQUEST	743		bootstrap.min.js	1590494980618	1590494980756	OK	 
REQUEST	928		bootstrap.min.js	1590494980751	1590494980759	OK	 
REQUEST	928		jquery-ui.min.js	1590494980743	1590494980762	OK	 
REQUEST	622		Rooms	1590494980698	1590494980767	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	620		Rooms	1590494980521	1590494980770	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	743		jquery-ui.min.js	1590494980584	1590494980773	OK	 
REQUEST	732		bootstrap.min.js	1590494980657	1590494980777	OK	 
REQUEST	777		jquery-ui.min.js	1590494980642	1590494980782	OK	 
REQUEST	737		jquery-ui.min.js	1590494980497	1590494980783	OK	 
REQUEST	925		spring-pivotal-logo.png	1590494980259	1590494980784	OK	 
REQUEST	925		favicon.png	1590494980258	1590494980785	OK	 
REQUEST	743		pets.png	1590494980146	1590494980789	OK	 
USER	Sitter	194	END	1590494912178	1590494980791
REQUEST	732		petclinic.css	1590494980152	1590494980799	OK	 
REQUEST	933		jquery-ui.min.css	1590494980716	1590494980802	OK	 
REQUEST	933		jquery-ui.theme.min.css	1590494980716	1590494980807	OK	 
REQUEST	933		jquery.min.js	1590494980803	1590494980813	OK	 
REQUEST	933		jquery-ui.min.js	1590494980807	1590494980821	OK	 
REQUEST	933		bootstrap.min.js	1590494980814	1590494980822	OK	 
REQUEST	933		petclinic.css	1590494980715	1590494980824	OK	 
REQUEST	765		favicon.png	1590494980078	1590494980827	OK	 
REQUEST	748		favicon.png	1590494980093	1590494980827	OK	 
REQUEST	735		favicon.png	1590494980074	1590494980827	OK	 
REQUEST	928		favicon.png	1590494980717	1590494980827	OK	 
REQUEST	737		favicon.png	1590494980105	1590494980829	OK	 
REQUEST	933		favicon.png	1590494980715	1590494980829	OK	 
REQUEST	762		favicon.png	1590494980166	1590494980831	OK	 
REQUEST	743		favicon.png	1590494980146	1590494980833	OK	 
REQUEST	751		favicon.png	1590494980169	1590494980835	OK	 
REQUEST	930		favicon.png	1590494980258	1590494980835	OK	 
REQUEST	926		favicon.png	1590494980364	1590494980837	OK	 
REQUEST	931		favicon.png	1590494980364	1590494980839	OK	 
REQUEST	772		favicon.png	1590494980076	1590494980839	OK	 
REQUEST	932		favicon.png	1590494980568	1590494980839	OK	 
REQUEST	744		favicon.png	1590494980141	1590494980841	OK	 
REQUEST	736		favicon.png	1590494980133	1590494980841	OK	 
REQUEST	927		favicon.png	1590494980549	1590494980843	OK	 
REQUEST	777		favicon.png	1590494980161	1590494980843	OK	 
REQUEST	732		favicon.png	1590494980152	1590494980844	OK	 
REQUEST	928		pets.png	1590494980718	1590494980848	OK	 
REQUEST	736		pets.png	1590494980134	1590494980849	OK	 
REQUEST	735		pets.png	1590494980074	1590494980851	OK	 
REQUEST	931		pets.png	1590494980364	1590494980854	OK	 
REQUEST	926		pets.png	1590494980365	1590494980855	OK	 
REQUEST	933		pets.png	1590494980716	1590494980857	OK	 
REQUEST	925		pets.png	1590494980258	1590494980859	OK	 
REQUEST	930		pets.png	1590494980258	1590494980859	OK	 
REQUEST	751		pets.png	1590494980170	1590494980861	OK	 
REQUEST	732		pets.png	1590494980152	1590494980865	OK	 
REQUEST	737		pets.png	1590494980106	1590494980868	OK	 
REQUEST	744		petclinic.css	1590494980141	1590494980870	OK	 
REQUEST	931		petclinic.css	1590494980364	1590494980872	OK	 
REQUEST	926		petclinic.css	1590494980365	1590494980876	OK	 
REQUEST	736		petclinic.css	1590494980133	1590494980878	OK	 
REQUEST	928		petclinic.css	1590494980717	1590494980879	OK	 
REQUEST	925		petclinic.css	1590494980258	1590494980884	OK	 
REQUEST	930		petclinic.css	1590494980258	1590494980887	OK	 
